Description,Category
"BeeBEEP is a secure (encryption based on Rijndael Algorithm, AES) peer to peer office messenger. You can talk and send files with all your colleagues inside a local area network such of an office, home or internet cafe without a server. BeeBEEP works also with VPNs. This serverless application is indispensable in all those places where privacy and security an essential requirement.

For more info visit: https://www.beebeep.netBeeBEEP is a secure (encryption based on Rijndael Algorithm, AES) peer to peer office messenger. You can talk and send files with all your colleagues inside a local area network such of an office, home or internet cafe without a server. BeeBEEP works also with VPNs. This serverless application is indispensable in all those places where privacy and security an essential requirement.

For more info visit: https://www.beebeep.net","Categories
Chat, File Sharing, Office/Business, Messaging"
".NET library written in C# with a full implementation of a POP3 client. Easy to use but yet powerful. Includes a robust MIME parser backed by several hundred test cases.

The easiest way to install OpenPop.NET is via NuGet.
In Visual Studio's Package Manager Console, simply enter the following command:
Install-Package OpenPop.NET

Our homepage (http://hpop.sourceforge.net/) includes examples, documentation and a general introduction for email.

For more information, visit our project homepage.

Code is hosted on GitHub (https://github.com/foens/hpop)..NET library written in C# with a full implementation of a POP3 client. Easy to use but yet powerful. Includes a robust MIME parser backed by several hundred test cases.

The easiest way to install OpenPop.NET is via NuGet.
In Visual Studio's Package Manager Console, simply enter the following command:
Install-Package OpenPop.NET

Our homepage (http://hpop.sourceforge.net/) includes examples, documentation and a general introduction for email.

For more information, visit our project homepage.

Code is hosted on GitHub (https://github.com/foens/hpop).","Categories
POP3"
"Please install the latest version >4.0, because it uses the new Google People API. The Google Contacts API is now deprecated and is scheduled for sunset on June 15, 2021.

GO Contact Sync Mod synchronizes your Microsoft Outlook contacts with your Google Mail address book, including pictures, categories and contact notes.
It also syncs your Outlook Calendar Appointments on demand to Google Calendar. This Mod fork adds many enhancements and bug fixes to the obviously dead project 'Go Contact Sync'.

Minimum requirement for GO Contact Sync Mod is .NET 4.7.2 and Windows 7 (32 or 64 bit).Please install the latest version >4.0, because it uses the new Google People API. The Google Contacts API is now deprecated and is scheduled for sunset on June 15, 2021.

GO Contact Sync Mod synchronizes your Microsoft Outlook contacts with your Google Mail address book, including pictures, categories and contact notes.
It also syncs your Outlook Calendar Appointments on demand to Google Calendar. This Mod fork adds many enhancements and bug fixes to the obviously dead project 'Go Contact Sync'.

Minimum requirement for GO Contact Sync Mod is .NET 4.7.2 and Windows 7 (32 or 64 bit).","Categories
Email, Internet, File Sync"
"vtenext, holistic CRM

is not for you if you are looking for:
- a classic CRM separated by departments, a copy of the closed source CRM but open source
- a solution that permit to you to avoid to pay any kind of support for the CRM of your company
- a second choice CRM, cause you have not enough budget for the closed source.

So please, save time and save energy. Don’t DOWLOAD VTE

If you are looking for:

- a new age of CRM applications
- a solution that has the right balance between performance and user licenses
- an holistic application that manage all the customer processes, including the internal customers

Please go on and have fun.
For any support feel free to contact us and to have more information regarding the installation procedure visit: http://usermanual.vtenext.com/books/installation-requirements/page/installation-requirements-vtenext-1812vtenext, holistic CRM

is not for you if you are looking for:
- a classic CRM separated by departments, a copy of the closed source CRM but open source
- a solution that permit to you to avoid to pay any kind of support for the CRM of your company
- a second choice CRM, cause you have not enough budget for the closed source.

So please, save time and save energy. Don’t DOWLOAD VTE

If you are looking for:

- a new age of CRM applications
- a solution that has the right balance between performance and user licenses
- an holistic application that manage all the customer processes, including the internal customers

Please go on and have fun.
For any support feel free to contact us and to have more information regarding the installation procedure visit: http://usermanual.vtenext.com/books/installation-requirements/page/installation-requirements-vtenext-1812","Categories
Email, CRM, Business Process Management"
"Torrent Search is a cross-platform application, allowing to search for torrent files on different websites. Supported websites are integrated through plugins, which allows to easily extend the number of websites supported.Torrent Search is a cross-platform application, allowing to search for torrent files on different websites. Supported websites are integrated through plugins, which allows to easily extend the number of websites supported.","Categories
BitTorrent, Search Engines"
"Development has moved to GitHub: https://github.com/s9y/Serendipity!

PHP blog with all the common features (comments,track/pingbacks,RSS) plus cool extras:Click'n' blog admin,extensible event-driven plugin API,easy styling, multiuser,image management,static pregeneration and a nifty installer: unpack, open in browser!Development has moved to GitHub: https://github.com/s9y/Serendipity!

PHP blog with all the common features (comments,track/pingbacks,RSS) plus cool extras:Click'n' blog admin,extensible event-driven plugin API,easy styling, multiuser,image management,static pregeneration and a nifty installer: unpack, open in browser!","Categories
Communications, WWW/HTTP"
"Engineering, testing and debugging of serial communication. Supports RS-232/422/423/485 as well as TCP/IP Client/Server/AutoSocket, UDP/IP Client/Server/PairSocket and USB Ser/HID. Optimized for simple command sets of e.g. embedded systems.Engineering, testing and debugging of serial communication. Supports RS-232/422/423/485 as well as TCP/IP Client/Server/AutoSocket, UDP/IP Client/Server/PairSocket and USB Ser/HID. Optimized for simple command sets of e.g. embedded systems.","Categories
Serial, Communications, Scientific/Engineering"
"RSS Owl is a powerful application to organize, search and read your news feeds in a comfortable way. It runs cross platform on Windows, Linux and Mac and can also be installed into Eclipse. RSS Owl is translated into the popular languages of the world.

Some of the unique highlights are tabbed reading, powerful searches that can be saved, news filters with automated actions, embedded browser and newspaper layout, tray notifications, clean-up wizard and powerful user customization.

RSSOwl requires no installation, simply start it with a doubleclick and find a large list of sample feeds already provided. For your convinience, an installer is provided on Windows. On Linux, you can obtain RSSOwl from the online repository (http://www.rssowl.org).

You can also easily import existing feeds from other readers into RSSOwl.RSS Owl is a powerful application to organize, search and read your news feeds in a comfortable way. It runs cross platform on Windows, Linux and Mac and can also be installed into Eclipse. RSS Owl is translated into the popular languages of the world.

Some of the unique highlights are tabbed reading, powerful searches that can be saved, news filters with automated actions, embedded browser and newspaper layout, tray notifications, clean-up wizard and powerful user customization.

RSSOwl requires no installation, simply start it with a doubleclick and find a large list of sample feeds already provided. For your convinience, an installer is provided on Windows. On Linux, you can obtain RSSOwl from the online repository (http://www.rssowl.org).

You can also easily import existing feeds from other readers into RSSOwl.","Categories
RSS Feed Readers"
"Moodle is a Course Management System (CMS), also known as a Learning Management System (LMS) or a Virtual Learning Environment (VLE). It is a Free web application that educators can use to create effective online learning sites. https://moodle.org/Moodle is a Course Management System (CMS), also known as a Learning Management System (LMS) or a Virtual Learning Environment (VLE). It is a Free web application that educators can use to create effective online learning sites. https://moodle.org/","Categories
Communications, Internet, Education, Learning Management Systems (LMS)"
"phpMyChat-Plus is an easy-to-install, easy-to-use multi-room PHP/DB chat. It is currently available for MySQLi, MariaDB, PostgreSQL, and ODBC. It supports IRC-like commands, moderators, is available in 24 languages and fully compatible with php7.phpMyChat-Plus is an easy-to-install, easy-to-use multi-room PHP/DB chat. It is currently available for MySQLi, MariaDB, PostgreSQL, and ODBC. It supports IRC-like commands, moderators, is available in 24 languages and fully compatible with php7.","Categories
Chat"
"The Anti-Spam SMTP Proxy (ASSP) Server project aims to create an open source platform-independent SMTP Proxy server which implements auto-whitelists, self learning Hidden-Markov-Model and/or Bayesian, Greylisting, DNSBL, DNSWL, URIBL, SPF, SRS, Backscatter, Virus scanning, attachment blocking, Senderbase and multiple other filter methods. Click 'Files' to download the professional version 2.6.7 build 22137.
A linux(ubuntu 18.04 LTS) and a freeBSD 11.2 based ready to run OVA of ASSP V2 are also available for download.

NOTICE:
V1 development has been stopped at the end of 2014 (1.10.1 build 16060). Possibly there will be done some bugfixing in future.

Please upgrade to V2, which is and will be actively maintained.The Anti-Spam SMTP Proxy (ASSP) Server project aims to create an open source platform-independent SMTP Proxy server which implements auto-whitelists, self learning Hidden-Markov-Model and/or Bayesian, Greylisting, DNSBL, DNSWL, URIBL, SPF, SRS, Backscatter, Virus scanning, attachment blocking, Senderbase and multiple other filter methods. Click 'Files' to download the professional version 2.6.7 build 22137.
A linux(ubuntu 18.04 LTS) and a freeBSD 11.2 based ready to run OVA of ASSP V2 are also available for download.

NOTICE:
V1 development has been stopped at the end of 2014 (1.10.1 build 16060). Possibly there will be done some bugfixing in future.

Please upgrade to V2, which is and will be actively maintained.","Categories
Email Spam Filter, Anti-Spam, OCR, Proxy Servers"
"Open Upload is an open source extensible PHP application for fast file upload and download for big (and small) file sharing, like rapidshare and megaupload. Multiple authentication methods, database backends, multilanguage support.Open Upload is an open source extensible PHP application for fast file upload and download for big (and small) file sharing, like rapidshare and megaupload. Multiple authentication methods, database backends, multilanguage support.","Categories
File Sharing, Other file transfer protocol"
"Adium is an Open Source, multi-protocol instant messaging application for Mac OS X. Adium supports AIM, ICQ, Jabber, MSN, Yahoo!, Google Talk, Bonjour, Gadu-Gadu, Novell Groupwise, SIP/SIMPLE (Text), and Lotus Sametime. Additionally, it supports all of these applications at once so, even if you have multiple IM accounts, you don't have to log into each account separately.Adium is an Open Source, multi-protocol instant messaging application for Mac OS X. Adium supports AIM, ICQ, Jabber, MSN, Yahoo!, Google Talk, Bonjour, Gadu-Gadu, Novell Groupwise, SIP/SIMPLE (Text), and Lotus Sametime. Additionally, it supports all of these applications at once so, even if you have multiple IM accounts, you don't have to log into each account separately.","Categories
AOL Instant Messenger, ICQ, XMPP, Messaging"
"E-MailRelay is a simple SMTP proxy and relay MTA, written in C++, for Linux and Windows. As a proxy all messages can be passed through a user-defined program, such as a spam-filter, which can drop, readdress, or edit messages as they pass through.E-MailRelay is a simple SMTP proxy and relay MTA, written in C++, for Linux and Windows. As a proxy all messages can be passed through a user-defined program, such as a spam-filter, which can drop, readdress, or edit messages as they pass through.","Categories
Email Spam Filter, Mail Transfer Agents"
An advanced and multi-platform BitTorrent client with a nice Qt user interface as well as a Web UI for remote control and an integrated search engine. qBittorrent aims to meet the needs of most users while using as little CPU and memory as possible.An advanced and multi-platform BitTorrent client with a nice Qt user interface as well as a Web UI for remote control and an integrated search engine. qBittorrent aims to meet the needs of most users while using as little CPU and memory as possible.,"Categories
BitTorrent"
"Plugin for Irssi which monitors torrent IRC announce channels, downloads torrent files based on a user-defined filter, and then sends the torrent files to a local or remote torrent client. Supports several different private trackers.Plugin for Irssi which monitors torrent IRC announce channels, downloads torrent files based on a user-defined filter, and then sends the torrent files to a local or remote torrent client. Supports several different private trackers.","Categories
IRC Clients, BitTorrent"
"WinNMP - Nginx MariaDB Redis Php 8 development stack for Windows

A lightweight, fast and stable server stack for developing php mysql applications on windows, based on the excellent webserver Nginx. A lighter alternative to XAMPP and WAMP.

Also known as WTServer and wt-nmp

Current Package contains the latest stable versions of:
- Nginx web server
- MariaDB 10 database server, mysql replacement (32/64bit)
- MongoDB 4 document-based database (64bit)
- Redis Cache/NoSql, memcached alternative (64bit)
- Php 5.6 & PHP 7.2 & PHP 7.3 & PHP 7.4 scripting language (32/64bit)
- WinSCP SFTP client
- HTTPS using free LetsEncrypt certificates
- Composer dependency manager for php
- Adminer web based database manager
- Reg.php regular expressions tester
- WTServer Manager (32/64bit), formerly known as *wt-nmp*WinNMP - Nginx MariaDB Redis Php 8 development stack for Windows

A lightweight, fast and stable server stack for developing php mysql applications on windows, based on the excellent webserver Nginx. A lighter alternative to XAMPP and WAMP.

Also known as WTServer and wt-nmp

Current Package contains the latest stable versions of:
- Nginx web server
- MariaDB 10 database server, mysql replacement (32/64bit)
- MongoDB 4 document-based database (64bit)
- Redis Cache/NoSql, memcached alternative (64bit)
- Php 5.6 & PHP 7.2 & PHP 7.3 & PHP 7.4 scripting language (32/64bit)
- WinSCP SFTP client
- HTTPS using free LetsEncrypt certificates
- Composer dependency manager for php
- Adminer web based database manager
- Reg.php regular expressions tester
- WTServer Manager (32/64bit), formerly known as *wt-nmp*","Categories
Communications, HTTP Servers, Software Development, SFTP Clients"
Matroska is an open standard audio/video container format. Visit our homepage at http://www.matroska.orgMatroska is an open standard audio/video container format. Visit our homepage at http://www.matroska.org,"Categories
File Sharing, GNOME, Graphics, Video Capture, Sound/Audio"
"Replacement for the SCCP channel driver in Asterisk. Extended features include Shared Lines, Presence / BLF, customizable Feature Buttons, and Custom Device State. Visit our discussion mailing list for help and join us as a developer if you like.
The project moved to https://github.com/chan-sccp/chan-sccpReplacement for the SCCP channel driver in Asterisk. Extended features include Shared Lines, Presence / BLF, customizable Feature Buttons, and Custom Device State. Visit our discussion mailing list for help and join us as a developer if you like.
The project moved to https://github.com/chan-sccp/chan-sccp","Categories
Internet Phone, VoIP, Video Conferencing"
"Serial terminal program for engineering. Ideal for development, reverse engineering, debugging, datalogging and capture, and automatic test.

The website is a comprehensive manual for Realterm.

It has an comprehensive ActiveX/COM automation support so it can be used a serial component by other programs.
An extensive commandline interface supports batch files and simple automatic test programming. Commands can be sent to running instances, and commands can be stored and run in files.
[ActiveX](http://realterm.sourceforge.net/index.html#ActiveX_Interface) and [Command Line](http://realterm.sourceforge.net/index.html#Command_Line_Parameters) commands are well documented.


Sourceforge major releases are only made occasionally. To follow development versions see News and subscribe.Serial terminal program for engineering. Ideal for development, reverse engineering, debugging, datalogging and capture, and automatic test.

The website is a comprehensive manual for Realterm.

It has an comprehensive ActiveX/COM automation support so it can be used a serial component by other programs.
An extensive commandline interface supports batch files and simple automatic test programming. Commands can be sent to running instances, and commands can be stored and run in files.
[ActiveX](http://realterm.sourceforge.net/index.html#ActiveX_Interface) and [Command Line](http://realterm.sourceforge.net/index.html#Command_Line_Parameters) commands are well documented.


Sourceforge major releases are only made occasionally. To follow development versions see News and subscribe.","Categories
Serial, Telnet, Communications"
"This application synchronizes Lotus Notes Calendar entries with Google Calendar. GCal supports syncing with both iOS (iPhone/iPad/iPod) and Android devices, so you can now view your Lotus Notes calendar on your mobile device. GCal also allows you to view the calendar using any ical/rss/html compatible viewer.

Currently the sync is only one direction: pushing Lotus Notes entries to GCal. All entries manually created in GCal will be ignored (and not copied down to Lotus Notes).This application synchronizes Lotus Notes Calendar entries with Google Calendar. GCal supports syncing with both iOS (iPhone/iPad/iPod) and Android devices, so you can now view your Lotus Notes calendar on your mobile device. GCal also allows you to view the calendar using any ical/rss/html compatible viewer.

Currently the sync is only one direction: pushing Lotus Notes entries to GCal. All entries manually created in GCal will be ignored (and not copied down to Lotus Notes).","Categories
Email, Office/Business, File Sync"
"Pydio Cells is the mature open source alternative to dropbox and box, for the enterprise.

Why building your own box?

You need to access your documents across multiple devices, and regularly share documents (weblinks) and folders with your contacts and teams. Still, using a consumer SaaS box or drive service is neither practical nor safe. And enterprise SaaS box or drive services are expensive and come with Disk Storage that you already have on your servers or private cloud.

How to build your own box with Pydio?

Easily install Pydio on your servers or cloud of choice,
Simply share documents and folders with your teams,
Administrate your box with an Entreprise grade console (rights, groups, plug ins),
Access documents with a Web Gui, Smartphones and tablet apps (iOS, Android),
Sync folders on your computer (PC, Mac, Linux).Pydio Cells is the mature open source alternative to dropbox and box, for the enterprise.

Why building your own box?

You need to access your documents across multiple devices, and regularly share documents (weblinks) and folders with your contacts and teams. Still, using a consumer SaaS box or drive service is neither practical nor safe. And enterprise SaaS box or drive services are expensive and come with Disk Storage that you already have on your servers or private cloud.

How to build your own box with Pydio?

Easily install Pydio on your servers or cloud of choice,
Simply share documents and folders with your teams,
Administrate your box with an Entreprise grade console (rights, groups, plug ins),
Access documents with a Web Gui, Smartphones and tablet apps (iOS, Android),
Sync folders on your computer (PC, Mac, Linux).","Categories
File Sharing, File Managers, Cloud Storage"
RSS Bandit is a free application that allows you to read news feeds (both RSS and Atom feeds) and download podcasts from your desktop. It also can synchronize with your feeds in Google Reader and the Facebook news feed.RSS Bandit is a free application that allows you to read news feeds (both RSS and Atom feeds) and download podcasts from your desktop. It also can synchronize with your feeds in Google Reader and the Facebook news feed.,"Categories
Usenet News, RSS Feed Readers"
"QModMaster is a free Qt-based implementation of a ModBus master application. A graphical user interface allows easy communication with ModBus RTU and TCP slaves. QModMaster also includes a bus monitor for examining all traffic on the bus.

QModMaster is based on libmodbus <http://www.libmodbus.org/> for modbus communication and on QsLog <https://bitbucket.org/codeimproved/qslog> for logging. Supports both Windows and Linux.

For Windows a pre-compiled binary is availiable. It does not require instalation, just unzip and run.
You can download the latest stable version from here <https://sourceforge.net/projects/qmodmaster/files/qModMaster-Win32-exe-0.5.2-3.zip/download>.

Source code is availiable for Windows and Linux for compilation using Qt <http://www.qt.io/download>.

Check out my modbus slave project <http://sourceforge.net/projects/pymodslave/>.

Checkout the following youtube videos :
<https://www.youtube.com/channel/UC3Tk2gE-KGtwOq8WWmb2R7g>QModMaster is a free Qt-based implementation of a ModBus master application. A graphical user interface allows easy communication with ModBus RTU and TCP slaves. QModMaster also includes a bus monitor for examining all traffic on the bus.

QModMaster is based on libmodbus <http://www.libmodbus.org/> for modbus communication and on QsLog <https://bitbucket.org/codeimproved/qslog> for logging. Supports both Windows and Linux.

For Windows a pre-compiled binary is availiable. It does not require instalation, just unzip and run.
You can download the latest stable version from here <https://sourceforge.net/projects/qmodmaster/files/qModMaster-Win32-exe-0.5.2-3.zip/download>.

Source code is availiable for Windows and Linux for compilation using Qt <http://www.qt.io/download>.

Check out my modbus slave project <http://sourceforge.net/projects/pymodslave/>.

Checkout the following youtube videos :
<https://www.youtube.com/channel/UC3Tk2gE-KGtwOq8WWmb2R7g>","Categories
Communications, Interface Engine/Protocol Translator"
"As business grows, Capturing, Storing and Sharing corporate knowledge is vital to the success of business. Electronic Document Management System (EDMS) is the best solution for managing information more efficiently, accurately, and cost-effectively.

EDMS improves organizational effectiveness by providing companies with greater ability to manage their unstructured information. It also enhances an organization’s ability to leverage information stores by allowing enterprise wide access for thousands of users. Provides tight security, ensuring that only people authorized to review or edit a document have access to it.

EDMS is a fully Browser based system developed in Java and needs no client component for implementation, when deployed either in the Intranet or over the Internet.As business grows, Capturing, Storing and Sharing corporate knowledge is vital to the success of business. Electronic Document Management System (EDMS) is the best solution for managing information more efficiently, accurately, and cost-effectively.

EDMS improves organizational effectiveness by providing companies with greater ability to manage their unstructured information. It also enhances an organization’s ability to leverage information stores by allowing enterprise wide access for thousands of users. Provides tight security, ensuring that only people authorized to review or edit a document have access to it.

EDMS is a fully Browser based system developed in Java and needs no client component for implementation, when deployed either in the Intranet or over the Internet.","Categories
File Sharing, Version Control, Document Management"
VoIPmonitor is open source network packet sniffer with commercial frontend for SIP SKINNY MGCP RTP and RTCP VoIP protocols running on linux. VoIPmonitor is designed to analyze quality of VoIP call based on network parameters - delay variation and packet loss according to ITU-T G.107 E-model which predicts quality on MOS scale. Calls with all relevant statistics are saved to MySQL or ODBC database. Optionally each call can be saved to pcap file with either only SIP / SKINNY protocol or SIP/RTP/RTCP/T.38/udptl protocols. VoIPmonitor can also decode audio.VoIPmonitor is open source network packet sniffer with commercial frontend for SIP SKINNY MGCP RTP and RTCP VoIP protocols running on linux. VoIPmonitor is designed to analyze quality of VoIP call based on network parameters - delay variation and packet loss according to ITU-T G.107 E-model which predicts quality on MOS scale. Calls with all relevant statistics are saved to MySQL or ODBC database. Optionally each call can be saved to pcap file with either only SIP / SKINNY protocol or SIP/RTP/RTCP/T.38/udptl protocols. VoIPmonitor can also decode audio.,"Categories
VoIP"
This is an eMule mod based on the Xtreme mod. It's created by MaxUpload and Stulle to extend the Xtreme mod with numerous other features.This is an eMule mod based on the Xtreme mod. It's created by MaxUpload and Stulle to extend the Xtreme mod with numerous other features.,"Categories
File Sharing"
"Libnodave is a library that provides the necessary functions to connect to and exchange data with Siemens S7 300/400 PLCs (200 family and S5 family now also supported).
Can now also be used under Win32.Libnodave is a library that provides the necessary functions to connect to and exchange data with Siemens S7 300/400 PLCs (200 family and S5 family now also supported).
Can now also be used under Win32.","Categories
Data Formats, Communications, Scientific/Engineering"
"REPOSITORY MOVED TO GITHUB!!
https://github.com/medooze/media-server

Video Multiconference Media Server with WebRTC support.

Provide Multiconference and video broadcasting services to any SIP service.

Supports VP8, H264, MP4V-ES, H263 and H263P, continuous presence, RTMP flash broadcasting, adhoc conferences, load balancing and administrative WEB interface.

JSR309 driver implementation under development.

.REPOSITORY MOVED TO GITHUB!!
https://github.com/medooze/media-server

Video Multiconference Media Server with WebRTC support.

Provide Multiconference and video broadcasting services to any SIP service.

Supports VP8, H264, MP4V-ES, H263 and H263P, continuous presence, RTMP flash broadcasting, adhoc conferences, load balancing and administrative WEB interface.

JSR309 driver implementation under development.

.","Categories
Streaming, VoIP, Video Conferencing, SIP Servers, Load Balancers"
"Project abandoned! Sorry, I havent found the time to keep this project updated. Please see https://github.com/jacksonliam/mjpg-streamer for the designated sucessor site. Thanks to everyone who contributed and is using the software.

MJPG-streamer takes JPGs from Linux-UVC compatible webcams, filesystem or other input plugins and streams them as M-JPEG via HTTP to webbrowsers, VLC and other software. It is the successor of uvc-streamer, a Linux-UVC streaming application with Pan/TiltProject abandoned! Sorry, I havent found the time to keep this project updated. Please see https://github.com/jacksonliam/mjpg-streamer for the designated sucessor site. Thanks to everyone who contributed and is using the software.

MJPG-streamer takes JPGs from Linux-UVC compatible webcams, filesystem or other input plugins and streams them as M-JPEG via HTTP to webbrowsers, VLC and other software. It is the successor of uvc-streamer, a Linux-UVC streaming application with Pan/Tilt","Categories
Streaming, WWW/HTTP, Capture, Video Capture"
"Owl is a multi user document repository (knowledgebase) , document manager and/or document management system (DMS) written in PHP for publishing of files/documents onto the web for a corporation, small business, group of people, or just for yourself. Final Code Hosted on GitHubOwl is a multi user document repository (knowledgebase) , document manager and/or document management system (DMS) written in PHP for publishing of files/documents onto the web for a corporation, small business, group of people, or just for yourself. Final Code Hosted on GitHub","Categories
File Sharing, Office/Business, Dynamic Content, Document Management"
"Subsonic is a web-based media streamer, providing ubiquitous access to your music and video collection.

More than 20 apps are available for Android, iPhone, Windows Phone, BlackBerry, Roku, Chumby, Sonos etc.

Supports virtually all media formats, converting files on the fly.

Also includes a Podcast receiver and jukebox feature allowing you to control what's playing on your computer from your mobile phone.Subsonic is a web-based media streamer, providing ubiquitous access to your music and video collection.

More than 20 apps are available for Android, iPhone, Windows Phone, BlackBerry, Roku, Chumby, Sonos etc.

Supports virtually all media formats, converting files on the fly.

Also includes a Podcast receiver and jukebox feature allowing you to control what's playing on your computer from your mobile phone.","Categories
Streaming, Players, Media Players"
"The gSOAP toolkit is an extensive suite of portable C and C++ software to develop XML Web services with powerful type-safe XML data bindings. Easy-to-use code-generator tools allow you to directly integrate XML data in C and C++. Serializes native application data in XML. Includes WSDL/XSD schema binding and auto-coding tools, stub/skeleton compiler, Web server integration with Apache module and IIS extension, high-performance XML processing with schema validation, fast MIME/MTOM streaming, SOAP and REST Web API development, WS-* protocols (WS-Security, WS-Policy, WS-ReliableMessaging, etc), XML-RPC and JSON. Licensed under GPLv2.

Visit the developer center with guides, tutorials, and examples at www.genivia.com/dev.html

The documentation of the toolkit, libraries, plugins and more is available at www.genivia.com/docs.html

Commercial-use licenses and expert technical support services are available at competitive pricing levels, please visit www.genivia.com/products.htmlThe gSOAP toolkit is an extensive suite of portable C and C++ software to develop XML Web services with powerful type-safe XML data bindings. Easy-to-use code-generator tools allow you to directly integrate XML data in C and C++. Serializes native application data in XML. Includes WSDL/XSD schema binding and auto-coding tools, stub/skeleton compiler, Web server integration with Apache module and IIS extension, high-performance XML processing with schema validation, fast MIME/MTOM streaming, SOAP and REST Web API development, WS-* protocols (WS-Security, WS-Policy, WS-ReliableMessaging, etc), XML-RPC and JSON. Licensed under GPLv2.

Visit the developer center with guides, tutorials, and examples at www.genivia.com/dev.html

The documentation of the toolkit, libraries, plugins and more is available at www.genivia.com/docs.html

Commercial-use licenses and expert technical support services are available at competitive pricing levels, please visit www.genivia.com/products.html","Categories
XML, Communications, Code Generators, Messaging"
"SymmetricDS is database replication and file synchronization software. It is a platform-independent, web-enabled, and database-agnostic synchronization tool. With initial data load, bidirectional change data capture, conflict resolution, and data transformation, it is a comprehensive data replication solution.SymmetricDS is database replication and file synchronization software. It is a platform-independent, web-enabled, and database-agnostic synchronization tool. With initial data load, bidirectional change data capture, conflict resolution, and data transformation, it is a comprehensive data replication solution.","Categories
Enterprise, Database, File Sync"
"emule client, based on official emule version (see www.emule-project.net)
many enhancements and bugfixes, for details see provided changelog
supported languages: for xtreme features: english, for all official emule client features: english, german, spaemule client, based on official emule version (see www.emule-project.net)
many enhancements and bugfixes, for details see provided changelog
supported languages: for xtreme features: english, for all official emule client features: english, german, spa","Categories
File Sharing"
"Makagiga is an open-source, easy-to-use, portable application for doing a variety of tasks, such as todo listing, text editing, or RSS reading. Plugins are used to implement its various capabilities.Makagiga is an open-source, easy-to-use, portable application for doing a variety of tasks, such as todo listing, text editing, or RSS reading. Plugins are used to implement its various capabilities.","Categories
To-Do Lists, RSS Feed Readers"
"SquirrelMail is a PHP-based Web email client. It includes built-in pure PHP support for IMAP and SMTP, and renders all pages in pure HTML 4.0 for maximum compatibility across browsers. It has strong MIME support and a flexible plugin system.SquirrelMail is a PHP-based Web email client. It includes built-in pure PHP support for IMAP and SMTP, and renders all pages in pure HTML 4.0 for maximum compatibility across browsers. It has strong MIME support and a flexible plugin system.","Categories
Email Clients, WWW/HTTP"
"eMule is a free peer-to-peer (P2P) file-sharing client for Microsoft Windows that was launched in 2002 as an alternative to eDonkey2000. To date, eMule is one of the world’s largest and most trustworthy P2P file-sharing clients. eMule includes advanced search features, file checks for corruptions while downloading, a preview while downloading function, and a credit system to reward frequent uploads.eMule is a free peer-to-peer (P2P) file-sharing client for Microsoft Windows that was launched in 2002 as an alternative to eDonkey2000. To date, eMule is one of the world’s largest and most trustworthy P2P file-sharing clients. eMule includes advanced search features, file checks for corruptions while downloading, a preview while downloading function, and a credit system to reward frequent uploads.","Categories
File Sharing"
"WSJT-Z is a clone of WSJT-X software by Joe Taylor K1JT (https://sourceforge.net/projects/wsjt/).

CHANGELOG is available on the Files page (https://sourceforge.net/projects/wsjt-z/files/).

It started out as an automation project, but recent versions focus on providing additional functionality to an already great tool.

You can find the latest installers here:
https://sourceforge.net/projects/wsjt-z/files/Packages

WSJT-Z is licensed under GNU GPL v3 - https://www.gnu.org/licenses/gpl-3.0.txt

Most of the code was created and is copyrighted by the WSJT-X team led by Joe Taylor K1JT.

Tool was previously known as WSJT-X SQ9FVE Full-Auto Mod

Supports FT8, FT4, JT* and WSPR.

NOTE: Please always attend to your transceiver when using WSJT-Z, unless automated operation is legal in your location.WSJT-Z is a clone of WSJT-X software by Joe Taylor K1JT (https://sourceforge.net/projects/wsjt/).

CHANGELOG is available on the Files page (https://sourceforge.net/projects/wsjt-z/files/).

It started out as an automation project, but recent versions focus on providing additional functionality to an already great tool.

You can find the latest installers here:
https://sourceforge.net/projects/wsjt-z/files/Packages

WSJT-Z is licensed under GNU GPL v3 - https://www.gnu.org/licenses/gpl-3.0.txt

Most of the code was created and is copyrighted by the WSJT-X team led by Joe Taylor K1JT.

Tool was previously known as WSJT-X SQ9FVE Full-Auto Mod

Supports FT8, FT4, JT* and WSPR.

NOTE: Please always attend to your transceiver when using WSJT-Z, unless automated operation is legal in your location.","Categories
Ham Radio"
