Description,Category
Krut Computer Recorder is a screencast tool to record audio and video from your computer screen into .mov-files and .wav-files. It can be used to e.g. make video tutorials or record games. It could also be used to record streaming video and audio.Krut Computer Recorder is a screencast tool to record audio and video from your computer screen into .mov-files and .wav-files. It can be used to e.g. make video tutorials or record games. It could also be used to record streaming video and audio.,"Categories
Capture, Still Capture, Audio Recording"
x264vfw is the VfW (Video for Windows) version of well known x264 encoder + ffh264 decoder (from FFmpeg/Libav project).x264vfw is the VfW (Video for Windows) version of well known x264 encoder + ffh264 decoder (from FFmpeg/Libav project).,"Categories
Codec"
"Synfig is a powerful, industrial-strength vector-based 2D animation software package, designed from the ground-up for producing feature-film quality 2D animation with fewer people and resources.Synfig is a powerful, industrial-strength vector-based 2D animation software package, designed from the ground-up for producing feature-film quality 2D animation with fewer people and resources.","Categories
Vector Graphics, Video, Animation"
"Calibre is a useful and powerful eBook Management System. Calibre has the ability to view, convert, edit, and catalog e-books of almost any e-book format. This open source ebook manager and e-reader solution give you a free access to read and manage your digital book collection with ease.Calibre is a useful and powerful eBook Management System. Calibre has the ability to view, convert, edit, and catalog e-books of almost any e-book format. This open source ebook manager and e-reader solution give you a free access to read and manage your digital book collection with ease.","Categories
Cataloguing, Knowledge Management, eBook Management"
"New version 0.5.1.1 Released July 2020.

Snowmix is a Swiss army knife tool for mixing live and recorded video and audio feeds. It supports 2D and 3D clipping, scaling and transparent overlay of video, png graphics and text. It supports animation of video, images and texts through native commands changing scale, placement, transparency and rotation. Animation and actions can also be controlled through native scripting and an embedded Tcl interpreter. Snowmix is designed for control over low bandwidth links and can work as a standalone CLI based program. Control over both CLI and a TCP connections.

Input and outputs can be done through GStreamer pipelines or the GStreamer shmsrc/shmsink API.

Supported for Ubuntu, Mint, Debian, CentOS, Fedora, Chakra, Mageia, Manjaro,, OpenSUSE and macOS/OS X is supported.

Free support in the discussion forum.

See Snowmix in action on Youtube http://www.youtube.com/user/Snowmix4videoNew version 0.5.1.1 Released July 2020.

Snowmix is a Swiss army knife tool for mixing live and recorded video and audio feeds. It supports 2D and 3D clipping, scaling and transparent overlay of video, png graphics and text. It supports animation of video, images and texts through native commands changing scale, placement, transparency and rotation. Animation and actions can also be controlled through native scripting and an embedded Tcl interpreter. Snowmix is designed for control over low bandwidth links and can work as a standalone CLI based program. Control over both CLI and a TCP connections.

Input and outputs can be done through GStreamer pipelines or the GStreamer shmsrc/shmsink API.

Supported for Ubuntu, Mint, Debian, CentOS, Fedora, Chakra, Mageia, Manjaro,, OpenSUSE and macOS/OS X is supported.

Free support in the discussion forum.

See Snowmix in action on Youtube http://www.youtube.com/user/Snowmix4video","Categories
Video, Special Effects, Realtime Processing"
See https://www.openorienteering.org/apps/mapper/See https://www.openorienteering.org/apps/mapper/,"Categories
Vector Graphics, Mapping"
"Patch editor for the Boss ME-25 guitar multi effects and Roland GR-20 guitar synthesizer. The software allows desktop tweaking and editing of the ME-25 internal parameters, making patches a lot easier to create.Patch editor for the Boss ME-25 guitar multi effects and Roland GR-20 guitar synthesizer. The software allows desktop tweaking and editing of the ME-25 internal parameters, making patches a lot easier to create.","Categories
MIDI"
"Pixelitor is a cross-platform raster graphics editor written in Java. It supports layers, layer masks, text layers, drawing, multiple undo, etc. It has more than 80 image filters and color adjustments, some of which are unique.Pixelitor is a cross-platform raster graphics editor written in Java. It supports layers, layer masks, text layers, drawing, multiple undo, etc. It has more than 80 image filters and color adjustments, some of which are unique.","Categories
Raster Graphics, Photo Editors"
"Tulip is an information visualization framework dedicated to the analysis and visualization of relational data. Tulip aims to provide the developer/user with a complete library/software, supporting the design of interactive information visualizationTulip is an information visualization framework dedicated to the analysis and visualization of relational data. Tulip aims to provide the developer/user with a complete library/software, supporting the design of interactive information visualization","Categories
Database, 3D Rendering, Image Viewers"
MusE is a Qt based audio/midi sequencer with editing and recording capabilities for linux.MusE is a Qt based audio/midi sequencer with editing and recording capabilities for linux.,"Categories
Audio Recording, MIDI, Music Composition"
"A fast closed captions extractor for MPEG and H264 files. Supports DVD, HDTV transport streams, Replay TV. Use this to create .srt (subtitles) files for your TV captures, have transcripts so you can edit subtitles, etc.

This project has moved to its own domain:

https://www.ccextractor.org

Files in sourceforge are left for archival purposes, but new releases will be available from ccextractor.org.A fast closed captions extractor for MPEG and H264 files. Supports DVD, HDTV transport streams, Replay TV. Use this to create .srt (subtitles) files for your TV captures, have transcripts so you can edit subtitles, etc.

This project has moved to its own domain:

https://www.ccextractor.org

Files in sourceforge are left for archival purposes, but new releases will be available from ccextractor.org.","Categories
Codec, Video Converters, Video Capture"
"Little cms is a color management library. Implements fast transforms between ICC profiles. It is focused on speed, and is portable across several platforms (MIT license)Little cms is a color management library. Implements fast transforms between ICC profiles. It is focused on speed, and is portable across several platforms (MIT license)","Categories
Graphics"
"With this song management application you are able to keep an eye on your UltraStar collection. Quickly find songs with missing covers, backgrounds or videos.With this song management application you are able to keep an eye on your UltraStar collection. Quickly find songs with missing covers, backgrounds or videos.","Categories
Front-Ends, Games/Entertainment, Multimedia"
ASIOWmpPlg is a Windows Media Player plugin that plays incoming audio through a user-selectable ASIO device. The Windows Media Center application is also supported.ASIOWmpPlg is a Windows Media Player plugin that plays incoming audio through a user-selectable ASIO device. The Windows Media Center application is also supported.,"Categories
Players, Home Theater PC"
"An application that does scaling/deinterlacing/inverse telecine using a high powered PC and certain TV capture cards. Essentially, this software converts a PC into a good-quality line doubler/scaler/upconverter machine!An application that does scaling/deinterlacing/inverse telecine using a high powered PC and certain TV capture cards. Essentially, this software converts a PC into a good-quality line doubler/scaler/upconverter machine!","Categories
Media Players, Home Theater PC"
"pgfplots - A TeX package to draw normal and/or logarithmic plots directly in TeX in two and three dimensions with a user-friendly interface and pgfplotstable - a TeX package to round and format numerical tables. Examples in manuals and/or on web site.

ATTENTION: As of February 2020, the development has been moved to https://github.com/pgf-tikz/pgfplots ! Please refer to the new page for downloads and change requests!

This page is kept in read-only mode.pgfplots - A TeX package to draw normal and/or logarithmic plots directly in TeX in two and three dimensions with a user-friendly interface and pgfplotstable - a TeX package to round and format numerical tables. Examples in manuals and/or on web site.

ATTENTION: As of February 2020, the development has been moved to https://github.com/pgf-tikz/pgfplots ! Please refer to the new page for downloads and change requests!

This page is kept in read-only mode.","Categories
Word Processors, Text Processing, Presentation, Mathematics"
"OpenSG is a scenegraph system for realtime rendering. Besides good performance our goals are easy multithreading support, portability, and a very extendable system.OpenSG is a scenegraph system for realtime rendering. Besides good performance our goals are easy multithreading support, portability, and a very extendable system.","Categories
3D Rendering, Image Viewers"
"XMLTV is a set of programs to process TV (tvguide) listings and help manage your TV viewing, storing listings in an XML-based format.

There are utilities to download TV listings for many countries, filter programs and Perl libraries to process listings.

Our code is now available on Github at https://github.com/XMLTV/xmltv and new issues should be reported at https://github.com/XMLTV/xmltv/issuesXMLTV is a set of programs to process TV (tvguide) listings and help manage your TV viewing, storing listings in an XML-based format.

There are utilities to download TV listings for many countries, filter programs and Perl libraries to process listings.

Our code is now available on Github at https://github.com/XMLTV/xmltv and new issues should be reported at https://github.com/XMLTV/xmltv/issues","Categories
XML, Games/Entertainment, Home Theater PC"
"GNUitar is guitar effects software that allows you to use your PC as guitar processor. It includes the following effects: wah-wah, sustain, distortion, reverberator, echo, delay, tremolo, vibrato, and chorus/flanger.GNUitar is guitar effects software that allows you to use your PC as guitar processor. It includes the following effects: wah-wah, sustain, distortion, reverberator, echo, delay, tremolo, vibrato, and chorus/flanger.","Categories
Sound/Audio"
Silex is a free and open source website builder in the cloud. Create websites directly in the browser without writing code. It is suitable for professional designers to produce great websites without constraints.Silex is a free and open source website builder in the cloud. Create websites directly in the browser without writing code. It is suitable for professional designers to produce great websites without constraints.,"Categories
Graphic Design, Content Management Systems (CMS)"
"Main project site:
https://mpv.io/Main project site:
https://mpv.io/","Categories
Video, Multimedia, Home Theater PC"
"!! THIS PROJECT HAS BEEN MOVED!!
https://github.com/Lymphatus/caesium-image-compressor

Caesium reduces the size of your picture up to 90%, preserving the original visual quality. Allows you to save a lot of space and easily upload your pictures on the web in a moment. The software is user-friendly with a simple and clear interface.!! THIS PROJECT HAS BEEN MOVED!!
https://github.com/Lymphatus/caesium-image-compressor

Caesium reduces the size of your picture up to 90%, preserving the original visual quality. Allows you to save a lot of space and easily upload your pictures on the web in a moment. The software is user-friendly with a simple and clear interface.","Categories
Image Converters"
"BestPractice is a tool especially for musicians to slow down or speed up music, either from a file or directly from a CD while keeping the pitch at the correct height. On the other hand the pitch of the music can be changed without affecting the tempBestPractice is a tool especially for musicians to slow down or speed up music, either from a file or directly from a CD while keeping the pitch at the correct height. On the other hand the pitch of the music can be changed without affecting the temp","Categories
Players, Education"
"Please find the linuxwacom project's new home on Github:
https://linuxwacom.github.io/

Previous Description: This project manages the libraries, configuration, and diagnostic tools for Wacom tablets running under Linux. It also maintains updated Linux kernel drivers and Xorg/XFree86 XInput drivers.Please find the linuxwacom project's new home on Github:
https://linuxwacom.github.io/

Previous Description: This project manages the libraries, configuration, and diagnostic tools for Wacom tablets running under Linux. It also maintains updated Linux kernel drivers and Xorg/XFree86 XInput drivers.","Categories
Operating System Kernels, Hardware Drivers, Graphics"
"XTrackCAD is a open-source, free, CAD program for designing model railroad layouts. You can easily create layout of any scale or size. Libraries for many brands, scales and gauges of track and turnouts/points and model structures are included. Adding new components is easy with the built-in editor. It runs on Windows, Mac and Linux,XTrackCAD is a open-source, free, CAD program for designing model railroad layouts. You can easily create layout of any scale or size. Libraries for many brands, scales and gauges of track and turnouts/points and model structures are included. Adding new components is easy with the built-in editor. It runs on Windows, Mac and Linux,","Categories
Office/Business, Vector Graphics, Scientific/Engineering"
"Editors for the BOSS GT-1, 3, 5, 6, 8, Pro, 10, 100, 001 Guitar Multi-Effects Processors, and the BOSS GT-1B,6B,10B Bass Multi-Effects Processors.
And for the Katana Amplifier. and various Boss and Roland guitar synths.
This software can visually edit parameters via Midi,USB, or Bluetooth(via external device on some units) on the Multi-Effects/Amp/Synth Processor.Editors for the BOSS GT-1, 3, 5, 6, 8, Pro, 10, 100, 001 Guitar Multi-Effects Processors, and the BOSS GT-1B,6B,10B Bass Multi-Effects Processors.
And for the Katana Amplifier. and various Boss and Roland guitar synths.
This software can visually edit parameters via Midi,USB, or Bluetooth(via external device on some units) on the Multi-Effects/Amp/Synth Processor.","Categories
Audio Editing, MIDI"
"SmartCam - Smart Phone Web Camera - Turns a camera phone (S60, WinMo6.x, Android, Samsung Bada) with bluetooth or WiFi into a handy webcam ready to use with your PCSmartCam - Smart Phone Web Camera - Turns a camera phone (S60, WinMo6.x, Android, Samsung Bada) with bluetooth or WiFi into a handy webcam ready to use with your PC","Categories
Streaming, Digital Camera, Mobile"
"mp3splt is a free utility to split mp3, ogg vorbis and FLAC files without decoding, selecting begin/end time; if file is an album, you can get splitpoints automatically from internet or a local cue, cddb file. It also splits Mp3Wrap and AlbumWrap archives. Supports splitting and trimming by silence detection. For mp3 files, both ID3v1 and ID3v2 are supported using original tags or user defined tags.mp3splt is a free utility to split mp3, ogg vorbis and FLAC files without decoding, selecting begin/end time; if file is an album, you can get splitpoints automatically from internet or a local cue, cddb file. It also splits Mp3Wrap and AlbumWrap archives. Supports splitting and trimming by silence detection. For mp3 files, both ID3v1 and ID3v2 are supported using original tags or user defined tags.","Categories
Audio Conversion, Audio Editing, Simulation"
"A very high quality package of printer drivers for CUPS on Linux, Macintosh OS X, and other POSIX-compliant operating systems. This project also maintains an enhanced Print plug-in for GIMP 2.x from the same code base.A very high quality package of printer drivers for CUPS on Linux, Macintosh OS X, and other POSIX-compliant operating systems. This project also maintains an enhanced Print plug-in for GIMP 2.x from the same code base.","Categories
Hardware Drivers, Printing, Raster Graphics"
"NOTE: This is a legacy sourceforge project. Please download the software from https://openmpt.org/ instead. The official code repository can now be found at https://source.openmpt.org/browse/openmpt/

OpenMPT is a Windows-based audio application used to produce music. The application was initially a private project developed by Olivier Lapicque and is a popular 'tracker' used by many musicians. OpenMPT is available as both a 32-bit and 64-bit application. For more information and downloads, see https://openmpt.org/

libopenmpt, a cross-platform module playback library, is based on the OpenMPT project. Up-to-date libopenmpt downloads and documentation can be found at https://lib.openmpt.org/NOTE: This is a legacy sourceforge project. Please download the software from https://openmpt.org/ instead. The official code repository can now be found at https://source.openmpt.org/browse/openmpt/

OpenMPT is a Windows-based audio application used to produce music. The application was initially a private project developed by Olivier Lapicque and is a popular 'tracker' used by many musicians. OpenMPT is available as both a 32-bit and 64-bit application. For more information and downloads, see https://openmpt.org/

libopenmpt, a cross-platform module playback library, is based on the OpenMPT project. Up-to-date libopenmpt downloads and documentation can be found at https://lib.openmpt.org/","Categories
Audio Editing, Music Composition"
"PHP thumbnail generator. Optional resizing, cropping, watermarking, unsharp mask sharpening, rotating, caching, borders. GIF reading with/without GD support. EXIF thumbnails can be extracted and/or used for large-source support. Works with any GD versionPHP thumbnail generator. Optional resizing, cropping, watermarking, unsharp mask sharpening, rotating, caching, borders. GIF reading with/without GD support. EXIF thumbnails can be extracted and/or used for large-source support. Works with any GD version","Categories
Image Converters, Thumbnail Makers"
"A whole bunch of utilities for primitive manipulation of
graphic images. Wide array of converters
from one graphics format to another. E.g.
from g3 fax format to jpeg. Many basic graphics
editing tools such as magnifying and cropping.A whole bunch of utilities for primitive manipulation of
graphic images. Wide array of converters
from one graphics format to another. E.g.
from g3 fax format to jpeg. Many basic graphics
editing tools such as magnifying and cropping.","Categories
Image Converters, Graphic Design"
"OBS Studios, also known as Open Broadcaster Software, is a free and open source software program for live streaming and video recording. Features of the software include device/source capture, recording, encoding and broadcasting. Stream on Windows, Mac or Linux. This software is commonly used by video game streamers on the popular streaming platform Twitch.OBS Studios, also known as Open Broadcaster Software, is a free and open source software program for live streaming and video recording. Features of the software include device/source capture, recording, encoding and broadcasting. Stream on Windows, Mac or Linux. This software is commonly used by video game streamers on the popular streaming platform Twitch.","Categories
Streaming, Video Capture, Audio Recording"
GPXSee is a Qt-based GPS log file viewer and analyzer that supports all common GPS log file formats.GPXSee is a Qt-based GPS log file viewer and analyzer that supports all common GPS log file formats.,"Categories
Image Viewers, GPS"
"DjVu is a good format to distribute documents and books. DjVu need no fonts, support text layer and outline. With Djvu-Spec Pdf2Djvu Converter you can easy convert pdf to djvu.
Portable version - link ""Files""DjVu is a good format to distribute documents and books. DjVu need no fonts, support text layer and outline. With Djvu-Spec Pdf2Djvu Converter you can easy convert pdf to djvu.
Portable version - link ""Files""","Categories
Image Converters, PDF"
"Polarity is a dual engine browser powered by both Chromium and Trident that focuses on system efficiency by bringing low RAM and low CPU usage. This browser was also programmed to be optimized for Windows with an Android version available. Browse the web with an uncomplicated UI that is highly customizable with themes, apps, and extensions from the Polarity Store, GreasyFork, OpenUserJS, and UserStyles. Polarity also comes with a built in password manager which safely encrypts all data to prevent theft. Polarity also comes with a built in adblocker and privacy tools such as proxy/VPN support and header masking to prevent further tracking online.

If you appreciate all the hard work that we put into creating and developing Polarity, please consider giving a small donation at: https://polaritybrowser.netlify.com/donatePolarity is a dual engine browser powered by both Chromium and Trident that focuses on system efficiency by bringing low RAM and low CPU usage. This browser was also programmed to be optimized for Windows with an Android version available. Browse the web with an uncomplicated UI that is highly customizable with themes, apps, and extensions from the Polarity Store, GreasyFork, OpenUserJS, and UserStyles. Polarity also comes with a built in password manager which safely encrypts all data to prevent theft. Polarity also comes with a built in adblocker and privacy tools such as proxy/VPN support and header masking to prevent further tracking online.

If you appreciate all the hard work that we put into creating and developing Polarity, please consider giving a small donation at: https://polaritybrowser.netlify.com/donate","Categories
Internet, VPN, YouTube Downloaders, Download Managers"
"nomacs is a free image viewer for windows, linux, and mac systems, which is licensed under the GNU Public License v3. nomacs is small, fast and able to handle the most common image formats including RAW images. NOTE: nomacs has moved: http://download.nomacs.orgnomacs is a free image viewer for windows, linux, and mac systems, which is licensed under the GNU Public License v3. nomacs is small, fast and able to handle the most common image formats including RAW images. NOTE: nomacs has moved: http://download.nomacs.org","Categories
Image Viewers"
"Creates highly optimized Animated PNG files from PNG/TGA image sequences. CLI versions available for all major OSes. GUI versions for Windows and macOS.
Also, APNG Disassembler can be found at http://sourceforge.net/projects/apngdisCreates highly optimized Animated PNG files from PNG/TGA image sequences. CLI versions available for all major OSes. GUI versions for Windows and macOS.
Also, APNG Disassembler can be found at http://sourceforge.net/projects/apngdis","Categories
Image Converters, Animation"
"A software synthesizer for Linux, originally forked from ZynAddSubFX (Copyright 2002-2009 Nasca Octavian Paul) in 2009 by Alan Calvert. Initially, Yoshimi delivered the same synthesizer capabilities. After early improvement of Jack and Alsa midi/audio performance, now many new features have been added, and we are concentrating on accessibility.
Yoshimi comes with a built-in User Guide, and there is also a highly detailed Advanced Reference Manual under continuous development: https://github.com/ahlstromcj/yoshimi-docA software synthesizer for Linux, originally forked from ZynAddSubFX (Copyright 2002-2009 Nasca Octavian Paul) in 2009 by Alan Calvert. Initially, Yoshimi delivered the same synthesizer capabilities. After early improvement of Jack and Alsa midi/audio performance, now many new features have been added, and we are concentrating on accessibility.
Yoshimi comes with a built-in User Guide, and there is also a highly detailed Advanced Reference Manual under continuous development: https://github.com/ahlstromcj/yoshimi-doc","Categories
Sound Synthesis"
"SciPlore MindMapping is based on FreeMind but extended with features for students & researchers. It integrates mind maps with reference and pdf management (BibTeX support & PDF Bookmark import). Keywords: Mind maps, Mind Mapping, MindMap, JabRefSciPlore MindMapping is based on FreeMind but extended with features for students & researchers. It integrates mind maps with reference and pdf management (BibTeX support & PDF Bookmark import). Keywords: Mind maps, Mind Mapping, MindMap, JabRef","Categories
To-Do Lists, Graphics, Data Visualization"
LaTeXDraw is a graphical drawing editor for LaTeX. LaTeXDraw can be used to 1) generate PSTricks code; 2) directly create PDF or PS pictures.LaTeXDraw is a graphical drawing editor for LaTeX. LaTeXDraw can be used to 1) generate PSTricks code; 2) directly create PDF or PS pictures.,"Categories
TeX/LaTeX, Code Generators, Vector Graphics"
"TouchGraph provides a set of interfaces for graph visualization using force-based layout and focus+context techniques. For now only older code is available, but we are planning to release new versions as well.TouchGraph provides a set of interfaces for graph visualization using force-based layout and focus+context techniques. For now only older code is available, but we are planning to release new versions as well.","Categories
Search Engines, Vector Graphics, Data Visualization"
"AcidRip is an automated front end for MPlayer/Mencoder written in Perl, using Gtk2::Perl for a graphical interface. Makes encoding a DVD just one button click!AcidRip is an automated front end for MPlayer/Mencoder written in Perl, using Gtk2::Perl for a graphical interface. Makes encoding a DVD just one button click!","Categories
Video Converters, Video Capture"
