Description,Category
"MathJax is a modular javascript framework for including mathematics in web pages. It can take input in various formats, like TeX and MathML, and can produce output in various forms, such as MathML or HTML-with-CSS. Components are loaded as needed.MathJax is a modular javascript framework for including mathematics in web pages. It can take input in various formats, like TeX and MathML, and can produce output in various forms, such as MathML or HTML-with-CSS. Components are loaded as needed.","Categories
BBS, Message Board, Mathematics, Computer Aided Instruction (CAI), Blogging, Wiki"
"A PHP-based DKP solution to help guilds in EverQuest track guild members' attendence, item purchases and other statistics. Features templating, plugin support and support for various database abstraction layers, and many other features.A PHP-based DKP solution to help guilds in EverQuest track guild members' attendence, item purchases and other statistics. Features templating, plugin support and support for various database abstraction layers, and many other features.","Categories
Role-Playing Games (RPG), WWW/HTTP"
"JTidy is a Java port of HTML Tidy, a HTML syntax checker and pretty printer. Like its non-Java cousin, JTidy can be used as a tool for cleaning up malformed and faulty HTML. In addition, JTidy provides a DOM parser for real-world HTML.JTidy is a Java port of HTML Tidy, a HTML syntax checker and pretty printer. Like its non-Java cousin, JTidy can be used as a tool for cleaning up malformed and faulty HTML. In addition, JTidy provides a DOM parser for real-world HTML.","Categories
Internet"
a Java library for the automatic stimulation and testing of web applicationsa Java library for the automatic stimulation and testing of web applications,"Categories
WWW/HTTP, Software Development"
"PHP app to access Gmail/Googlemail/Gmail-for-Your-Domain accounts on wireless devices. Convenient alternative access method to your email account on the move, gmail-mobile incorporates as many Gmail features as possible within limits of a mobile device.PHP app to access Gmail/Googlemail/Gmail-for-Your-Domain accounts on wireless devices. Convenient alternative access method to your email account on the move, gmail-mobile incorporates as many Gmail features as possible within limits of a mobile device.","Categories
Email Clients, WAP, CGI Scripts"
"UnixODBC.pm provides a Perl API for the unixODBC driver manager and a bridge API for unixODBC network queries. The sample text-mode, GUI, and Web clients can manage multiple hosts and DBMSs and create RSS output.UnixODBC.pm provides a Perl API for the unixODBC driver manager and a bridge API for unixODBC network queries. The sample text-mode, GUI, and Web clients can manage multiple hosts and DBMSs and create RSS output.","Categories
Front-Ends, Database Engines/Servers, Message Board, CGI Scripts, Distributed Computing"
"Wapiti is a vulnerability scanner for web applications.

It currently search vulnerabilities like XSS, SQL and XPath injections, file inclusions, command execution, XXE injections, CRLF injections, Server Side Request Forgery, Open Redirects...

It use the Python 3 programming language.Wapiti is a vulnerability scanner for web applications.

It currently search vulnerabilities like XSS, SQL and XPath injections, file inclusions, command execution, XXE injections, CRLF injections, Server Side Request Forgery, Open Redirects...

It use the Python 3 programming language.","Categories
Security, WWW/HTTP, Software Testing, Vulnerability Scanners"
"SWISH-Enhanced is a fast, powerful, *flexible*, free, and easy to use system for indexing collections of Web pages or other files. Key features include the ability to limit searches to certain HTML tags (META, TITLE, comments, etc.).SWISH-Enhanced is a fast, powerful, *flexible*, free, and easy to use system for indexing collections of Web pages or other files. Key features include the ability to limit searches to certain HTML tags (META, TITLE, comments, etc.).","Categories
Search Engines"
"Winstone is a Java servlet container (spec v2.5) that aims at being light, fast and reliable. It requires no configuration files, and is extremely simple to use.Winstone is a Java servlet container (spec v2.5) that aims at being light, fast and reliable. It requires no configuration files, and is extremely simple to use.","Categories
HTTP Servers"
"Programming library for writing an XML-RPC server or client in C or C++. XML-RPC is a standard network protocol to allow a client program to make a simple remote procedure call (RPC) type request of a server. Like SOAP or CORBA, but much simpler.Programming library for writing an XML-RPC server or client in C or C++. XML-RPC is a standard network protocol to allow a client program to make a simple remote procedure call (RPC) type request of a server. Like SOAP or CORBA, but much simpler.","Categories
WWW/HTTP, Object Brokering"
"This program allows you to use SSH, TELNET, VNC, FTP and any other Internet application from behind HTTP(HTTPS) and SOCKS(4/5) proxy servers. This ""proxifier"" provides proxy server support to any app.This program allows you to use SSH, TELNET, VNC, FTP and any other Internet application from behind HTTP(HTTPS) and SOCKS(4/5) proxy servers. This ""proxifier"" provides proxy server support to any app.","Categories
Communications, Security, Internet, Proxy Servers"
"AOLserver is a multithreaded, Tcl-enabled, massively-scalable and extensible web server tuned for large scale, dynamic web sites. AOLserver also includes complete database integration and a dynamic page scripting language.AOLserver is a multithreaded, Tcl-enabled, massively-scalable and extensible web server tuned for large scale, dynamic web sites. AOLserver also includes complete database integration and a dynamic page scripting language.","Categories
Dynamic Content, HTTP Servers"
PDFBox is a Java PDF Library. This project will allow access to all of the components in a PDF document. More PDF manipulation features will be added as the project matures. This ships with a utility to take a PDF document and output a text file.PDFBox is a Java PDF Library. This project will allow access to all of the components in a PDF document. More PDF manipulation features will be added as the project matures. This ships with a utility to take a PDF document and output a text file.,"Categories
Text Processing, Dynamic Content, Search Engines"
PHP2ICQ is a libary which lets you easily send ICQ Messages from your own php scripts by using a direct connection to the ICQ server via the Oscar protocol (ICQ v7/v8/v9). It is completely written from scratch.PHP2ICQ is a libary which lets you easily send ICQ Messages from your own php scripts by using a direct connection to the ICQ server via the Oscar protocol (ICQ v7/v8/v9). It is completely written from scratch.,"Categories
ICQ, CGI Scripts"
"Getleft is a Web site grabber, it downloads complete web sites according to the options set by the user.Getleft is a Web site grabber, it downloads complete web sites according to the options set by the user.","Categories
File Transfer Protocol (FTP), WWW/HTTP"
"PHP Home Edition is a complete package including WWW server Apache, DBS Server MYSQL and scripting language PHP into one fully operational system. Including additional compiled libraries for Win32 OS and many more. Easy to install, plug and play installatPHP Home Edition is a complete package including WWW server Apache, DBS Server MYSQL and scripting language PHP into one fully operational system. Including additional compiled libraries for Win32 OS and many more. Easy to install, plug and play installat","Categories
Database Engines/Servers, Dynamic Content"
Joomla! 1.5 native helpdesk application with built-in knowledgebase. Inspired by open source Liberum ASP-based helpdesk.Joomla! 1.5 native helpdesk application with built-in knowledgebase. Inspired by open source Liberum ASP-based helpdesk.,"Categories
Content Management Systems (CMS), Customer Service"
"OpenDocMan is a web based document management system (DMS) written in PHP designed to comply with ISO 17025 and OIE standard for document management. It features fine grained control of access to files, and automated install and upgrades.OpenDocMan is a web based document management system (DMS) written in PHP designed to comply with ISO 17025 and OIE standard for document management. It features fine grained control of access to files, and automated install and upgrades.","Categories
File Sharing, Content Management Systems (CMS), Knowledge Management, Document Management"
"Dave Raggett's excellent HTML Tidy lived here at SourceForge! And this site is kept for historic reasons only. Bugs, issues, feature requests should be filed on the current github site.Dave Raggett's excellent HTML Tidy lived here at SourceForge! And this site is kept for historic reasons only. Bugs, issues, feature requests should be filed on the current github site.","Categories
WWW/HTTP, Software Development"
"Eric is a Python IDE written using PyQt and QScintilla. It provides various features such as any number of open editors, an integrated (remote) debugger, project management facilities, unit test, refactoring and much more.Eric is a Python IDE written using PyQt and QScintilla. It provides various features such as any number of open editors, an integrated (remote) debugger, project management facilities, unit test, refactoring and much more.","Categories
Browsers, Software Development"
"Universal Password Manager allows you to store all your passwords in one highly secure encrypted database. Its strengths are simplicity, portability and security (uses 128bit AES encryption). UPM is available on Android, Windows, OS X & Linux.Universal Password Manager allows you to store all your passwords in one highly secure encrypted database. Its strengths are simplicity, portability and security (uses 128bit AES encryption). UPM is available on Android, Windows, OS X & Linux.","Categories
Office/Business, Database, Security, Internet"
GTK-based BitTorrent client. You can find Ubuntu packages of Flush at http://bit.ly/cYBYQf. Git repository: http://bit.ly/cdwdPE.GTK-based BitTorrent client. You can find Ubuntu packages of Flush at http://bit.ly/cYBYQf. Git repository: http://bit.ly/cdwdPE.,"Categories
BitTorrent, Internet"
"WebIssues is an open source, multi-platform system for issue tracking and team collaboration. It can be used to store, share and track issues with various attributes, description, comments and file attachments. The system is easy to install and use but has many capabilities and is highly customizable.

Website: https://webissues.mimec.org/

The current development version of WebIssues can be found at https://github.com/mimecorg/webissuesWebIssues is an open source, multi-platform system for issue tracking and team collaboration. It can be used to store, share and track issues with various attributes, description, comments and file attachments. The system is easy to install and use but has many capabilities and is highly customizable.

Website: https://webissues.mimec.org/

The current development version of WebIssues can be found at https://github.com/mimecorg/webissues","Categories
Project Management, QA Automation, Help Desk"
"phpFreeChat is a free, simple to install, fast and customizable chat that uses by default files for message and nickname storage. It uses AJAX to smoothly refresh and display the chat zone and the nickname zone.phpFreeChat is a free, simple to install, fast and customizable chat that uses by default files for message and nickname storage. It uses AJAX to smoothly refresh and display the chat zone and the nickname zone.","Categories
Chat, Dynamic Content"
"POSH is a social PHP widget portal, web-based content and RSS feed reader, customizable and compliant with Netvibes. Usable in an educational, associative or enterprise intranet context.POSH is a social PHP widget portal, web-based content and RSS feed reader, customizable and compliant with Netvibes. Usable in an educational, associative or enterprise intranet context.","Categories
Enterprise, User Interface (UI), Social Networking"
"Dev-PHP is a well-featured IDE for PHP. Fast and powerful, it is easy to use and has a lot of cool features : class browser, scripts preview, integration with PHP parsers, PHP-GTK library, and Xdebug of course. Dev-PHP-usb slips even into your pocket.Dev-PHP is a well-featured IDE for PHP. Fast and powerful, it is easy to use and has a lot of cool features : class browser, scripts preview, integration with PHP parsers, PHP-GTK library, and Xdebug of course. Dev-PHP-usb slips even into your pocket.","Categories
Integrated Development Environments (IDE), Dynamic Content, Code Generators"
"phpMyBackupPro is a web-based MySQL backup application in PHP. You can schedule backups, download, email or upload them with FTP and backup whole file directories. Zip and gzip compression, easy interface and installation. Many languages and online help!phpMyBackupPro is a web-based MySQL backup application in PHP. You can schedule backups, download, email or upload them with FTP and backup whole file directories. Zip and gzip compression, easy interface and installation. Many languages and online help!","Categories
Database, Site Management, Backup"
"A PHP/Postgresql based document management system (DMS) with full-text searching, keyword support, file discussions, document workflow, task management, webdav support, and file locking.A PHP/Postgresql based document management system (DMS) with full-text searching, keyword support, file discussions, document workflow, task management, webdav support, and file locking.","Categories
Office/Business, Search Engines, Document Management"
"Easy, fast and free CMS Blog.
Nibbleblog it's a powerful engine for creating blogs, all you need is PHP to work. Very simple to install and configure (only 1 step).Easy, fast and free CMS Blog.
Nibbleblog it's a powerful engine for creating blogs, all you need is PHP to work. Very simple to install and configure (only 1 step).","Categories
XML, Site Management, Blogging"
"The elegant, powerful, and open-source mod manager. Arisen Studio allows you to easily browse through a regularly updated database of mods, game saves, homebrew, resources, themes, and much more for the PlayStation 3 and Xbox 360. All mods have been tested and verified in our library, which is populated by myself, a few friends, and awesome contributors. Arisen Studio can also be used as an FTP client to install and uninstall mods directly from your console. Without the need to search up old posts or use file managers - this will do everything for you.The elegant, powerful, and open-source mod manager. Arisen Studio allows you to easily browse through a regularly updated database of mods, game saves, homebrew, resources, themes, and much more for the PlayStation 3 and Xbox 360. All mods have been tested and verified in our library, which is populated by myself, a few friends, and awesome contributors. Arisen Studio can also be used as an FTP client to install and uninstall mods directly from your console. Without the need to search up old posts or use file managers - this will do everything for you.","Categories
Front-Ends, File Transfer Protocol (FTP), File Managers, FTP Clients"
"Note: the work on this project is currently on halt. Check out https://sourceforge.net/projects/imagefap-gallery-dl-cli/?source=directory for a more recent version.

ImageFap Gallery Downloader is a Python script for full image gallery downloads on ImageFap and xHamster.

xHamster support added in v0.3

In order to download user folders in v0.4, open the user profile, follow the 'Galleries' link and copy the folder link from the sidebar to the clipboard. Download everything from a user by copying the user profile link.

Windows executable was created with py2exe: https://sourceforge.net/projects/py2exe/


Please report bugs and problems.Note: the work on this project is currently on halt. Check out https://sourceforge.net/projects/imagefap-gallery-dl-cli/?source=directory for a more recent version.

ImageFap Gallery Downloader is a Python script for full image gallery downloads on ImageFap and xHamster.

xHamster support added in v0.3

In order to download user folders in v0.4, open the user profile, follow the 'Galleries' link and copy the folder link from the sidebar to the clipboard. Download everything from a user by copying the user profile link.

Windows executable was created with py2exe: https://sourceforge.net/projects/py2exe/


Please report bugs and problems.","Categories
Internet"
"FifamasterXLS is an open source script in PHP and MYSQL based on Master League XLS, a competition of fantasy football that involves the use of the web and the video game FIFA from Electronic Arts.

Latest Release: v 2.3.2
Release Note: https://sourceforge.net/p/fifamasterxls/blog/2015/10/fifamasterxls-232-disponibile-/FifamasterXLS is an open source script in PHP and MYSQL based on Master League XLS, a competition of fantasy football that involves the use of the web and the video game FIFA from Electronic Arts.

Latest Release: v 2.3.2
Release Note: https://sourceforge.net/p/fifamasterxls/blog/2015/10/fifamasterxls-232-disponibile-/","Categories
Games/Entertainment, WWW/HTTP"
"PROJECT MOVED!

GO TO: http://algoprog.com/google-search-scriptPROJECT MOVED!

GO TO: http://algoprog.com/google-search-script","Categories
Search Engines"
Free & open-source PHP5 + MYSQL/SQLite CMS.Free & open-source PHP5 + MYSQL/SQLite CMS.,"Categories
Content Management Systems (CMS)"
Roundcube Plugin that adds a new tab to the settings section to create simple client-side e-mail filtering.Roundcube Plugin that adds a new tab to the settings section to create simple client-side e-mail filtering.,"Categories
Email, Enterprise, WWW/HTTP"
"Piwigo is a photo gallery software for the web. It comes with powerful features for publishing your photos and smart browsing capabilities such as categories, tags, or chronology. Extensions make Piwigo easily customizable.Piwigo is a photo gallery software for the web. It comes with powerful features for publishing your photos and smart browsing capabilities such as categories, tags, or chronology. Extensions make Piwigo easily customizable.","Categories
Dynamic Content, Image Viewers, Photo Management"
"GMOD is a set of interoperable open source software components for visualizing, annotating, and managing biological data. See http://gmod.org for more.GMOD is a set of interoperable open source software components for visualizing, annotating, and managing biological data. See http://gmod.org for more.","Categories
Database, Dynamic Content, Bio-Informatics"
"Client-server transfers files/folders P2P, fast and secure: transparent compression/encryption (SSL), pause/resume, TCP/UDP connection, auto-discover, proxy support (HTTP, SOCKS5), NAT Traversal (Teredo, UPnP), HTTP/FTP downloads, speed graph, chat.Client-server transfers files/folders P2P, fast and secure: transparent compression/encryption (SSL), pause/resume, TCP/UDP connection, auto-discover, proxy support (HTTP, SOCKS5), NAT Traversal (Teredo, UPnP), HTTP/FTP downloads, speed graph, chat.","Categories
File Sharing, File Transfer Protocol (FTP), WWW/HTTP"
"LinPHA is an easy to use, multilingual, flexible photo/image archive/album/gallery written in PHP. It uses a SQL database to store information about your pictures. It comes with a HTML based installer, so you don't need experience in setting up SQLLinPHA is an easy to use, multilingual, flexible photo/image archive/album/gallery written in PHP. It uses a SQL database to store information about your pictures. It comes with a HTML based installer, so you don't need experience in setting up SQL","Categories
Dynamic Content, Archiving, Presentation, Image Viewers, Digital Camera, Media Players"
"JAMWIKI IS NO LONGER UNDER ACTIVE DEVELOPMENT.

JAMWiki is a Wiki engine implemented using Java/JSP that attempts to provide much of the functionality of MediaWiki. It can be run with or without a database and is designed to be fast and easy to set up.JAMWIKI IS NO LONGER UNDER ACTIVE DEVELOPMENT.

JAMWiki is a Wiki engine implemented using Java/JSP that attempts to provide much of the functionality of MediaWiki. It can be run with or without a database and is designed to be fast and easy to set up.","Categories
Enterprise, Dynamic Content"
