Description,Category
YAJSW is an Apache licensed pure java alternative for tanuki java service wrapper. It implements a multitude of additional functions and can be easily extended with groovy scripts. JSW configurations can be easily ported.YAJSW is an Apache licensed pure java alternative for tanuki java service wrapper. It implements a multitude of additional functions and can be easily extended with groovy scripts. JSW configurations can be easily ported.,"Categories
Monitoring, Installation/Setup"
Ext2Read is an explorer like utility to explore ext2/ext3/ext4 files. It now supports LVM2 and EXT4 extents. It can be used to view and copy files and folders. It can recursively copy entire folders. It can also be used to view and copy disk and fileExt2Read is an explorer like utility to explore ext2/ext3/ext4 files. It now supports LVM2 and EXT4 extents. It can be used to view and copy files and folders. It can recursively copy entire folders. It can also be used to view and copy disk and file,"Categories
Storage, File Systems"
Home of the Open Object Rexx Project. ooRexx is the open source version of IBM's Object REXX Interpreter. It is upwardly compatible with classic REXX and will execute classic REXX programs unchanged. The project is managed by the Rexx Language Association.Home of the Open Object Rexx Project. ooRexx is the open source version of IBM's Object REXX Interpreter. It is upwardly compatible with classic REXX and will execute classic REXX programs unchanged. The project is managed by the Rexx Language Association.,"Categories
CGI Scripts, HTTP Servers, Interpreters, Systems Administration"
"FreeDOS is a complete, free, DOS-compatible operating system that you can use to play classic DOS games, run legacy business software, or develop embedded systems. Any program that works on MS-DOS should also run on FreeDOS.

It doesn’t cost anything to download and use FreeDOS. You can also share FreeDOS for others to enjoy! And you can view and edit our source code, because all FreeDOS programs are distributed under the GNU General Public License or a similar open source software license.FreeDOS is a complete, free, DOS-compatible operating system that you can use to play classic DOS games, run legacy business software, or develop embedded systems. Any program that works on MS-DOS should also run on FreeDOS.

It doesn’t cost anything to download and use FreeDOS. You can also share FreeDOS for others to enjoy! And you can view and edit our source code, because all FreeDOS programs are distributed under the GNU General Public License or a similar open source software license.","Categories
Operating System Kernels"
A free and open source screen reader for the Microsoft Windows operating system.A free and open source screen reader for the Microsoft Windows operating system.,"Categories
System"
"CLucene is a C++ port of Lucene: the high-performance, full-featured text search engine written in Java. CLucene is faster than lucene as it is written in C++.CLucene is a C++ port of Lucene: the high-performance, full-featured text search engine written in Java. CLucene is faster than lucene as it is written in C++.","Categories
Database Engines/Servers, Search Engines, Search"
"Net-SNMP provides tools and libraries relating to the Simple Network Management Protocol including: An extensible agent, an SNMP library, tools to request or set information from SNMP agents, tools to generate and handle SNMP traps, etc.Net-SNMP provides tools and libraries relating to the Simple Network Management Protocol including: An extensible agent, an SNMP library, tools to request or set information from SNMP agents, tools to generate and handle SNMP traps, etc.","Categories
Monitoring, Internet"
"Windows LDAP editor, includes support for POSIX groups and accounts, SAMBA accounts, some Postfix objects and moreWindows LDAP editor, includes support for POSIX groups and accounts, SAMBA accounts, some Postfix objects and more","Categories
Front-Ends, LDAP"
This project created for research on Samsung TV Firmware HackingThis project created for research on Samsung TV Firmware Hacking,"Categories
TV Remotes"
"vDos is specific to run serious (mainly text mode) DOS applications in Windows 32 or 64-bit, Windows 7 or later. You need at least already use such a DOS application to appreciate vDos. If you don’t, want to play with DOS (or its games): vDos isn’t meant for you!

Recent versions (latest 2022.05.01) and the vDos forum are now hosted at: https://www.vdos.infovDos is specific to run serious (mainly text mode) DOS applications in Windows 32 or 64-bit, Windows 7 or later. You need at least already use such a DOS application to appreciate vDos. If you don’t, want to play with DOS (or its games): vDos isn’t meant for you!

Recent versions (latest 2022.05.01) and the vDos forum are now hosted at: https://www.vdos.info","Categories
Office/Business, Emulators, Printing"
UltraVNC: Remote desktop support software - Remote PC access - remote desktop connection software - VNC Compatibility - FileTransfer - Encryption plugins - Text chat - MS authenticationUltraVNC: Remote desktop support software - Remote PC access - remote desktop connection software - VNC Compatibility - FileTransfer - Encryption plugins - Text chat - MS authentication,"Categories
Networking, Remote Desktop"
"GrandPerspective is a utility application for macOS that graphically displays the disk usage of your file system. It can help you to manage your disk, as you can easily spot which files and folders take up the most space.GrandPerspective is a utility application for macOS that graphically displays the disk usage of your file system. It can help you to manage your disk, as you can easily spot which files and folders take up the most space.","Categories
File Managers"
"Apache Guacamole is a clientless remote desktop gateway. It supports standard protocols like VNC, RDP, and SSH.

We call it clientless because no plugins or client software are required.

Thanks to HTML5, once Guacamole is installed on a server, all you need to access your desktops is a web browser.Apache Guacamole is a clientless remote desktop gateway. It supports standard protocols like VNC, RDP, and SSH.

We call it clientless because no plugins or client software are required.

Thanks to HTML5, once Guacamole is installed on a server, all you need to access your desktops is a web browser.","Categories
Dynamic Content, AJAX, Remote Desktop"
Double Commander is a cross platform open source file manager with two panels side by side. It is inspired by Total Commander and features some new ideas.Double Commander is a cross platform open source file manager with two panels side by side. It is inspired by Total Commander and features some new ideas.,"Categories
File Managers, Archiving"
The IPCop Firewall is a Linux firewall distribution. It is geared towards home and SOHO users. The IPCop web-interface is very user-friendly and makes usage easy.The IPCop Firewall is a Linux firewall distribution. It is geared towards home and SOHO users. The IPCop web-interface is very user-friendly and makes usage easy.,"Categories
Security, Firewall, Internet"
Use Wine (Wine Is Not an Emulator) to run Windows applications on Darwin and Mac OS X.Use Wine (Wine Is Not an Emulator) to run Windows applications on Darwin and Mac OS X.,"Categories
Desktop Environment, Emulators"
UPnP AV Media ServerUPnP AV Media Server,"Categories
Networking, Multimedia"
"Advanced Onion Router is a portable client for the OR network and is intended to be an improved alternative for Tor+Vidalia+Privoxy bundle for Windows users. Some of the improvements include UNICODE paths, support for HTTP and HTTPS proxy protocols on the same Socks4/Socks5 port with HTTP header filtering that generates fake identity-dependent headers every time the identity is changed (proxy chains are also supported), support for NTLM proxies, a User Interface that makes Tor's options and actions more accessible, local banlist for forbidden addresses, private identity isolation, a point-and-click process interceptor that can redirect connections from programs that don't support proxies, also giving them fake information about the local system and support for .onion addresses. Also, it can estimate AS paths for all circuits and prevent AS path intersections, it can restrict circuits to be built using only nodes from different countries, can change circuit lengths and more.Advanced Onion Router is a portable client for the OR network and is intended to be an improved alternative for Tor+Vidalia+Privoxy bundle for Windows users. Some of the improvements include UNICODE paths, support for HTTP and HTTPS proxy protocols on the same Socks4/Socks5 port with HTTP header filtering that generates fake identity-dependent headers every time the identity is changed (proxy chains are also supported), support for NTLM proxies, a User Interface that makes Tor's options and actions more accessible, local banlist for forbidden addresses, private identity isolation, a point-and-click process interceptor that can redirect connections from programs that don't support proxies, also giving them fake information about the local system and support for .onion addresses. Also, it can estimate AS paths for all circuits and prevent AS path intersections, it can restrict circuits to be built using only nodes from different countries, can change circuit lengths and more.","Categories
Cryptography, HTTP Servers, Firewall, Browser Extensions and Plugins, Encryption Algorithms"
Project has moved to https://github.com/visualboyadvance-m/visualboyadvance-mProject has moved to https://github.com/visualboyadvance-m/visualboyadvance-m,"Categories
Games/Entertainment, Emulators"
"Console is a Windows console window enhancement. Console features include: multiple tabs, text editor-like text selection, different background types, alpha and color-key transparency, configurable font, different window stylesConsole is a Windows console window enhancement. Console features include: multiple tabs, text editor-like text selection, different background types, alpha and color-key transparency, configurable font, different window styles","Categories
Terminals, Desktop Environment, System"
IKVM.NET is a JVM for the Microsoft .NET Framework and Mono. It can both dynamically run Java classes and can be used to convert Java jars into .NET assemblies. It also includes a port of the OpenJDK class libraries to .NET.IKVM.NET is a JVM for the Microsoft .NET Framework and Mono. It can both dynamically run Java classes and can be used to convert Java jars into .NET assemblies. It also includes a port of the OpenJDK class libraries to .NET.,"Categories
Frameworks, Compilers, Emulators"
"Development of this project has been moved to https://github.com/jessek/hashdeep. This site has been left for historical purposes ONLY. Please visit the GitHub site for current development.

Computes the MD5, SHA-1, SHA-256, Tiger, or Whirlpool message digest for any number of files while optionally recursively digging through the directory structure. Can also match input files against lists of known hashes in a variety of formats.Development of this project has been moved to https://github.com/jessek/hashdeep. This site has been left for historical purposes ONLY. Please visit the GitHub site for current development.

Computes the MD5, SHA-1, SHA-256, Tiger, or Whirlpool message digest for any number of files while optionally recursively digging through the directory structure. Can also match input files against lists of known hashes in a variety of formats.","Categories
Cryptography, Archiving, Systems Administration, Logging"
"Bowtie, an ultrafast, memory-efficient short read aligner for short DNA sequences (reads) from next-gen sequencers. Please cite: Langmead B, et al. Ultrafast and memory-efficient alignment of short DNA sequences to the human genome. Genome Biol 10:R25.Bowtie, an ultrafast, memory-efficient short read aligner for short DNA sequences (reads) from next-gen sequencers. Please cite: Langmead B, et al. Ultrafast and memory-efficient alignment of short DNA sequences to the human genome. Genome Biol 10:R25.","Categories
Text Processing, Search, Molecular Science, Bio-Informatics, Information Analysis"
I/O performance Analysis ToolI/O performance Analysis Tool,"Categories
Networking, Hardware, Benchmark"
"The Courier mail transfer agent (MTA) is an integrated mail/groupware server based on open commodity protocols such as ESMTP, IMAP, POP3, LDAP, SSL, and HTTP. Courier provides ESMTP, IMAP, POP3, Webmail, calendaring, and mailing list services.The Courier mail transfer agent (MTA) is an integrated mail/groupware server based on open commodity protocols such as ESMTP, IMAP, POP3, LDAP, SSL, and HTTP. Courier provides ESMTP, IMAP, POP3, Webmail, calendaring, and mailing list services.","Categories
Post-Office, Email Spam Filter, Mail Transfer Agents, Email Servers"
"Open Source Digital Asset Management system that enables services for access, provision, stewardship and re-use of digital assets with a focus on educational and research materials

For Support, please see: https://wiki.lyrasis.org/display/DSPACE/Support

RELEASES: The most recent releases are now distributed via GitHub: https://github.com/DSpace/DSpace/releases

MAILING LISTS: Mailing lists have all been moved to Google Groups: https://wiki.lyrasis.org/display/DSPACE/Mailing+ListsOpen Source Digital Asset Management system that enables services for access, provision, stewardship and re-use of digital assets with a focus on educational and research materials

For Support, please see: https://wiki.lyrasis.org/display/DSPACE/Support

RELEASES: The most recent releases are now distributed via GitHub: https://github.com/DSpace/DSpace/releases

MAILING LISTS: Mailing lists have all been moved to Google Groups: https://wiki.lyrasis.org/display/DSPACE/Mailing+Lists","Categories
Archiving, Digital Preservation, Research"
"The project has a new home now: https://xtremedownloadmanager.com/
For developers: https://github.com/subhra74/xdm

Xtreme Download Manager is a powerful tool to increase download speed up-to 500%, resume broken/dead downloads and schedule downloads.

XDM seamlessly integrates with Google Chrome, Mozilla Firefox Quantum, Opera, Vivaldi and many popular browsers, to take over downloads and saving streaming videos from web.The project has a new home now: https://xtremedownloadmanager.com/
For developers: https://github.com/subhra74/xdm

Xtreme Download Manager is a powerful tool to increase download speed up-to 500%, resume broken/dead downloads and schedule downloads.

XDM seamlessly integrates with Google Chrome, Mozilla Firefox Quantum, Opera, Vivaldi and many popular browsers, to take over downloads and saving streaming videos from web.","Categories
File Transfer Protocol (FTP), WWW/HTTP, Internet, Download Managers"
"VICE is an emulator collection which emulates the C64, the C64-DTV, the C128, the VIC20, practically all PET models, the PLUS4 and the CBM-II (aka C610). It runs on Unix, MS-DOS, Win32, OS/2, Acorn RISC OS, BeOS, QNX 6.x, Amiga, GP2X or Mac OS X machines.VICE is an emulator collection which emulates the C64, the C64-DTV, the C128, the VIC20, practically all PET models, the PLUS4 and the CBM-II (aka C610). It runs on Unix, MS-DOS, Win32, OS/2, Acorn RISC OS, BeOS, QNX 6.x, Amiga, GP2X or Mac OS X machines.","Categories
Emulators"
"Process Hacker is a free and open source process viewer. This multi-purpose tool will assist you with debugging, malware detection and system monitoring.Process Hacker is a free and open source process viewer. This multi-purpose tool will assist you with debugging, malware detection and system monitoring.","Categories
Security, Software Development, Systems Administration"
iTALC was a free classroom management software and has been replaced by Veyon: http://veyon.ioiTALC was a free classroom management software and has been replaced by Veyon: http://veyon.io,"Categories
Systems Administration, Monitoring, Logging, Education"
"Redo Rescue Backup and Recovery can backup and restore an entire system in minutes with a point-and-click interface anyone can use. Bare metal restore to a new, blank drive and be up and running in minutes. Supports saving to and restoring from local disks or shared network drives. Selectively restore partitions and remap them to different locations on the target drive. Additional tools included for partition editing, web browsing, and more. Runs from live CD/USB; no installation needed.

Website: http://redorescue.com
Forum: https://sourceforge.net/p/redobackup/discussion/
GitHub: https://github.com/redorescue/redorescue
Wikipedia: https://en.wikipedia.org/wiki/Redo_Backup_and_RecoveryRedo Rescue Backup and Recovery can backup and restore an entire system in minutes with a point-and-click interface anyone can use. Bare metal restore to a new, blank drive and be up and running in minutes. Supports saving to and restoring from local disks or shared network drives. Selectively restore partitions and remap them to different locations on the target drive. Additional tools included for partition editing, web browsing, and more. Runs from live CD/USB; no installation needed.

Website: http://redorescue.com
Forum: https://sourceforge.net/p/redobackup/discussion/
GitHub: https://github.com/redorescue/redorescue
Wikipedia: https://en.wikipedia.org/wiki/Redo_Backup_and_Recovery","Categories
Backup, Data Recovery, Live CD"
"ArrowOS is an AOSP based open source project started with the aim of keeping things simple, clean and neat, both for the Android system and users. We understand the pain of unnecessary and sometimes rarely used mods/features being shipped with custom roms nowadays which may end up causing battery drains and/or memory leaks. This is being strictly avoided on our side keeping everything to a bare minimum, delivering the stable performance all the time without destroying the AOSP interface. With users getting more used to tweaks and features, we added just the right stuff that will be actually USEFUL at the end of the day.ArrowOS is an AOSP based open source project started with the aim of keeping things simple, clean and neat, both for the Android system and users. We understand the pain of unnecessary and sometimes rarely used mods/features being shipped with custom roms nowadays which may end up causing battery drains and/or memory leaks. This is being strictly avoided on our side keeping everything to a bare minimum, delivering the stable performance all the time without destroying the AOSP interface. With users getting more used to tweaks and features, we added just the right stuff that will be actually USEFUL at the end of the day.","Categories
OS distribution"
"ModSecurity is a web application firewall that can work either embedded or as a reverse proxy. It provides protection from a range of attacks against web applications and allows for HTTP traffic monitoring, logging and real-time analysis.ModSecurity is a web application firewall that can work either embedded or as a reverse proxy. It provides protection from a range of attacks against web applications and allows for HTTP traffic monitoring, logging and real-time analysis.","Categories
Security, HTTP Servers, Firewall"
"Nagstamon is a Nagios status monitor which resides in systray or desktop (Linux, macOS, Windows) as floating statusbar to inform you in realtime about the status of your hosts and services. It allows to connect to multiple Nagios based monitors. Currently supported are Nagios, Icinga, Opsview, Op5 Ninja, Check_MK Multisite, Centreon and Thruk.Nagstamon is a Nagios status monitor which resides in systray or desktop (Linux, macOS, Windows) as floating statusbar to inform you in realtime about the status of your hosts and services. It allows to connect to multiple Nagios based monitors. Currently supported are Nagios, Icinga, Opsview, Op5 Ninja, Check_MK Multisite, Centreon and Thruk.","Categories
GNOME, Monitoring, Customer Service"
"phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the Web. Currently it can create and drop databases, create/drop/alter tables, delete/edit/add columns, execute any SQL statement, manage indexes on columns.phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the Web. Currently it can create and drop databases, create/drop/alter tables, delete/edit/add columns, execute any SQL statement, manage indexes on columns.","Categories
Front-Ends, Dynamic Content, Systems Administration"
"WinMerge is a Windows tool for visual difference display and merging, for both files and directories. It is highly useful for determining what has changed between file versions, and then merging those changes. WinMerge has Unicode support, Flexible syntax coloring editor, Visual SourceSafe integration, and Windows Shell integration. Regexp filtering for filenames and lines. Side-by-side line difference and highlights differences inside lines. A file map shows the overall file differences in a location pane. The user interface is translated into several languages.WinMerge is a Windows tool for visual difference display and merging, for both files and directories. It is highly useful for determining what has changed between file versions, and then merging those changes. WinMerge has Unicode support, Flexible syntax coloring editor, Visual SourceSafe integration, and Windows Shell integration. Regexp filtering for filenames and lines. Side-by-side line difference and highlights differences inside lines. A file map shows the overall file differences in a location pane. The user interface is translated into several languages.","Categories
Version Control, File Managers"
"BleachBit frees disk space and maintains privacy. Cleans cache, Internet history, temporary files, logs, cookies, Firefox, Google Chrome, Flash, Windows, Linux, and more. Downloads are at www.bleachbit.org and source code is at GitHub.BleachBit frees disk space and maintains privacy. Cleans cache, Internet history, temporary files, logs, cookies, Firefox, Google Chrome, Flash, Windows, Linux, and more. Downloads are at www.bleachbit.org and source code is at GitHub.","Categories
Security, Archiving, Search"
"Changes the drive icons shown in Windows ""My Computer"", to a nearly Vista drive icon, showing the drive's free space with a smooth colored horizontal bar.Changes the drive icons shown in Windows ""My Computer"", to a nearly Vista drive icon, showing the drive's free space with a smooth colored horizontal bar.","Categories
Desktop Environment, Storage, File Systems"
"Official releases can be found at https://www.wireshark.org/

Wireshark is a powerful network protocol analyzer developed by an international team of networking experts. It runs on UNIX, OS X and Windows.

(Looking for Ethereal? You're in the right place. We switched names in May 2006 due to trademark issues.)Official releases can be found at https://www.wireshark.org/

Wireshark is a powerful network protocol analyzer developed by an international team of networking experts. It runs on UNIX, OS X and Windows.

(Looking for Ethereal? You're in the right place. We switched names in May 2006 due to trademark issues.)","Categories
Monitoring"
"Gammu is a cellular manager for mobile phones/modems. It contains libraries and functions for ringtones,logos,phonebook,SMS,etc. (used by external software), a command line version (with backup/restore) and SMS gateway (with MySQL and PostgreSQL suppGammu is a cellular manager for mobile phones/modems. It contains libraries and functions for ringtones,logos,phonebook,SMS,etc. (used by external software), a command line version (with backup/restore) and SMS gateway (with MySQL and PostgreSQL supp","Categories
Telephony, Scheduling, Software Development, Hardware"
"Zero Install is a decentralised cross-distribution software installation system. Create one package that works everywhere! With dependency handling and automatic updates, full support for shared libraries, and integration with native package managersZero Install is a decentralised cross-distribution software installation system. Create one package that works everywhere! With dependency handling and automatic updates, full support for shared libraries, and integration with native package managers","Categories
File Sharing, MARC and Book/Library Metadata, Software Distribution, Networking, Installation/Setup, Internet"
"uGet, the Best Download Manager for Linux.

uGet is a lightweight yet powerful Open Source download manager for GNU/Linux developed with GTK+, which also comes packaged as a portable Windows app.

- Quick Links -
Features: https://ugetdm.com/features
Screenshots: https://ugetdm.com/screenshots
Blog: https://ugetdm.com/blog
Support: https://ugetdm.com/qa
Frequently Asked Questions (FAQs): https://ugetdm.com/qa/faq
RSS Feed: https://ugetdm.com/rss
GitHub: https://github.com/chhuang-oneuGet, the Best Download Manager for Linux.

uGet is a lightweight yet powerful Open Source download manager for GNU/Linux developed with GTK+, which also comes packaged as a portable Windows app.

- Quick Links -
Features: https://ugetdm.com/features
Screenshots: https://ugetdm.com/screenshots
Blog: https://ugetdm.com/blog
Support: https://ugetdm.com/qa
Frequently Asked Questions (FAQs): https://ugetdm.com/qa/faq
RSS Feed: https://ugetdm.com/rss
GitHub: https://github.com/chhuang-one","Categories
GNOME, File Transfer Protocol (FTP), WWW/HTTP, Download Managers"
"Pandora FMS is an enterprise-ready monitoring solution that provides unparalleled flexibility for IT to address both immediate and unforeseen operational issues, including infrastructure and IT processes. It uniquely enables business and IT to adapt to changing needs through a flexible and rapid approach to IT and business deployment.

Pandora FMS consolidates all the needs of modern monitoring (ITOM, APM, BAM) and provides status and performance metrics from different operating systems, cloud, virtual infrastructure (VMware, Hyper-V, XEN), Docker containers, applications, storage and hardware devices such as firewalls, proxies, databases, web servers or routers.

It's highly scalable (up to 2000 nodes with one single server), 100% web and with multi-tenant capabilities. It has a very flexible ACL system and several different graphical reports and user-defined control screens.Pandora FMS is an enterprise-ready monitoring solution that provides unparalleled flexibility for IT to address both immediate and unforeseen operational issues, including infrastructure and IT processes. It uniquely enables business and IT to adapt to changing needs through a flexible and rapid approach to IT and business deployment.

Pandora FMS consolidates all the needs of modern monitoring (ITOM, APM, BAM) and provides status and performance metrics from different operating systems, cloud, virtual infrastructure (VMware, Hyper-V, XEN), Docker containers, applications, storage and hardware devices such as firewalls, proxies, databases, web servers or routers.

It's highly scalable (up to 2000 nodes with one single server), 100% web and with multi-tenant capabilities. It has a very flexible ACL system and several different graphical reports and user-defined control screens.","Categories
Systems Administration, Monitoring, Business Performance Management"
This project will provide information and software to get hardware from the manufacturer Roccat to work under linux.This project will provide information and software to get hardware from the manufacturer Roccat to work under linux.,"Categories
Hardware Drivers"
"When you need to organize files, DropIt can eliminate much of the drudgery of searching and manually opening folders and moving files around.

Drop a group of different files and folders on the floating DropIt image and it sorts them to defined destination folders, compresses or extracts them, opens them with associated programs or performs other defined actions.

You can define how filter your files (by name, directory, size, date, properties, content or regular expressions) and associate one of the 21 available actions to perform (Move, Copy, Compress, Extract, Rename, Delete, Split, Join, Encrypt, Decrypt, Open With, Print, Upload, Send by Mail, Create Gallery, Create List, Create Playlist, Create Shortcut, Copy to Clipboard, Change Properties and Ignore). You can also organize your associations in profiles and automatically scan monitored folders at a defined time interval.When you need to organize files, DropIt can eliminate much of the drudgery of searching and manually opening folders and moving files around.

Drop a group of different files and folders on the floating DropIt image and it sorts them to defined destination folders, compresses or extracts them, opens them with associated programs or performs other defined actions.

You can define how filter your files (by name, directory, size, date, properties, content or regular expressions) and associate one of the 21 available actions to perform (Move, Copy, Compress, Extract, Rename, Delete, Split, Join, Encrypt, Decrypt, Open With, Print, Upload, Send by Mail, Create Gallery, Create List, Create Playlist, Create Shortcut, Copy to Clipboard, Change Properties and Ignore). You can also organize your associations in profiles and automatically scan monitored folders at a defined time interval.","Categories
Office/Business, Storage, Cron and Job Scheduler"
"Our project aims to develop Linux and Android support for T-Mobile Wing, HTC Herald, and other OMAP850-based devices.Our project aims to develop Linux and Android support for T-Mobile Wing, HTC Herald, and other OMAP850-based devices.","Categories
Operating System Kernels, Mobile"
