Description,Category
"Wireless Air Cut is a WPS wireless, portable and free network audit software for Ms Windows.

It is used to check the security of our wps wireless networks and to detect possible security breaches.
You can check if the router has a generic and known wps pin set, if it is vulnerable to a brute-force attack or is vulnerable to a Pixie-Dust attack.

You can see the Installation instructions on Wiki.
-------
Wireless Air Cut es un software de auditoria del protocolo WPS en redes wireless, portable, libre y gratuito para Ms Windows.

Sirve para comprobar la seguridad WPS de nuestras redes wireless y detectar posibles brechas de seguridad. Puede comprobar si el router tiene establecido un pin wps genérico y conocido, si es vulnerable a un ataque por fuerza bruta o si es vulnerable a un ataque Pixie-Dust.

Ver Instrucciones de instalación en la wiki.Wireless Air Cut is a WPS wireless, portable and free network audit software for Ms Windows.

It is used to check the security of our wps wireless networks and to detect possible security breaches.
You can check if the router has a generic and known wps pin set, if it is vulnerable to a brute-force attack or is vulnerable to a Pixie-Dust attack.

You can see the Installation instructions on Wiki.
-------
Wireless Air Cut es un software de auditoria del protocolo WPS en redes wireless, portable, libre y gratuito para Ms Windows.

Sirve para comprobar la seguridad WPS de nuestras redes wireless y detectar posibles brechas de seguridad. Puede comprobar si el router tiene establecido un pin wps genérico y conocido, si es vulnerable a un ataque por fuerza bruta o si es vulnerable a un ataque Pixie-Dust.

Ver Instrucciones de instalación en la wiki.","Categories
Security, Cryptography, Wireless"
"SBZ Switcher allows automated switching of Speakers/Headphones and more for Creative Sound Blaster Z-Series and Recon3D owners. while the master volume and mute controls are handled in the OS level, the switching mechanism is on-screen auto click based, thus is dependent on Sound Blaster Control Panel availability.
SBZ Switcher is synchronized with the Sound Blaster Control Panel via registry, to display current info and switch accordingly.SBZ Switcher allows automated switching of Speakers/Headphones and more for Creative Sound Blaster Z-Series and Recon3D owners. while the master volume and mute controls are handled in the OS level, the switching mechanism is on-screen auto click based, thus is dependent on Sound Blaster Control Panel availability.
SBZ Switcher is synchronized with the Sound Blaster Control Panel via registry, to display current info and switch accordingly.","Categories
Audio Mixers, Home Automation"
"Systemback makes it easy to create backups of the system and the users configuration files. In case of problems you can easily restore the previous state of the system. There are extra features like system copying, system installation and Live system creation.Systemback makes it easy to create backups of the system and the users configuration files. In case of problems you can easily restore the previous state of the system. There are extra features like system copying, system installation and Live system creation.","Categories
Backup"
CloseTheDoor indentifies all the listening ports TCP/UDP over IPv4/v6 and the associated program files. This will help you to detect security holes and close backdoors when you want to prevent remote attacks.CloseTheDoor indentifies all the listening ports TCP/UDP over IPv4/v6 and the associated program files. This will help you to detect security holes and close backdoors when you want to prevent remote attacks.,"Categories
Security, Monitoring"
"GDesk is a customizable and extendable desktop system for Symbian (UIQ 3, S60 3rd and 5th editions). Icons can be placed on the desktop representing applications, page links and plug-ins; these can then be launched by tapping them.GDesk is a customizable and extendable desktop system for Symbian (UIQ 3, S60 3rd and 5th editions). Icons can be placed on the desktop representing applications, page links and plug-ins; these can then be launched by tapping them.","Categories
User Interface (UI), System Shells"
"This is a system for fully automating Windows 2000 and XP installations, both OS and applications. See http://unattended.sourceforge.net/ for details.This is a system for fully automating Windows 2000 and XP installations, both OS and applications. See http://unattended.sourceforge.net/ for details.","Categories
Unattended"
JPPF makes it easy to parallelize computationally intensive tasks and execute them on a Grid.JPPF makes it easy to parallelize computationally intensive tasks and execute them on a Grid.,"Categories
Frameworks, Clustering, Distributed Computing, Load Balancers"
Multiband Atheros Driver for WiFi (MADWIFI): Linux driver for 802.11a/b/g Cardbus/PCI/MiniPCI cards using Atheros chipsets. *** Attention: homepage moved to http://madwifi-project.org - files from sf.net CVS deprecated! ***Multiband Atheros Driver for WiFi (MADWIFI): Linux driver for 802.11a/b/g Cardbus/PCI/MiniPCI cards using Atheros chipsets. *** Attention: homepage moved to http://madwifi-project.org - files from sf.net CVS deprecated! ***,"Categories
Networking, Operating System Kernels"
"XMLStarlet is a set of command line utilities (tools) to transform, query, validate, and edit XML documents and files using simple set of shell commands in similar way it is done for text files with UNIX grep, sed, awk, diff, patch, join, etc utilities.XMLStarlet is a set of command line utilities (tools) to transform, query, validate, and edit XML documents and files using simple set of shell commands in similar way it is done for text files with UNIX grep, sed, awk, diff, patch, join, etc utilities.","Categories
Text Processing, Other/Nonlisted Topic, Interpreters, System Shells"
"GPT fdisk is a disk partitioning tool loosely modeled on Linux fdisk, but used for modifying GUID Partition Table (GPT) disks. The related FixParts utility fixes some common problems on Master Boot Record (MBR) disks.GPT fdisk is a disk partitioning tool loosely modeled on Linux fdisk, but used for modifying GUID Partition Table (GPT) disks. The related FixParts utility fixes some common problems on Master Boot Record (MBR) disks.","Categories
Storage, Systems Administration"
"DenyHosts is a python program that automatically blocks ssh attacks by adding entries to /etc/hosts.deny.

DenyHosts will also inform Linux administrators about offending hosts, attacked users and suspicious logins.

This project is being actively developed on GitHub (https://github.com/denyhosts)DenyHosts is a python program that automatically blocks ssh attacks by adding entries to /etc/hosts.deny.

DenyHosts will also inform Linux administrators about offending hosts, attacked users and suspicious logins.

This project is being actively developed on GitHub (https://github.com/denyhosts)","Categories
Log Analysis, Systems Administration, Monitoring"
"Info-ZIP portable compression/archiver utilities (Zip, UnZip, WiZ, etc.)Info-ZIP portable compression/archiver utilities (Zip, UnZip, WiZ, etc.)","Categories
File Compression, Backup, Software Distribution"
"Stella is a multi-platform Atari 2600 VCS emulator. It allows you to play all of your favorite Atari 2600 games again! Stella was originally developed for Linux by Bradford W. Mott, and is currently maintained by Stephen Anthony.Stella is a multi-platform Atari 2600 VCS emulator. It allows you to play all of your favorite Atari 2600 games again! Stella was originally developed for Linux by Bradford W. Mott, and is currently maintained by Stephen Anthony.","Categories
Games/Entertainment, Emulators"
PearPC is an architecture independent PowerPC platform emulator capable of running most PowerPC operating systems. It includes a JITC for x86-Processors.PearPC is an architecture independent PowerPC platform emulator capable of running most PowerPC operating systems. It includes a JITC for x86-Processors.,"Categories
Emulators"
"Included languages:
English (en.miui.com, xiaomi.eu)
Chinese (miui.com)
Polish (Acid, miuipolska.pl)
Slovak (ingbrzy, https://miuios.cz)
Czech (VMach, https://miuios.cz)
Bulgarian (Global)
Hungarian (vagyula, miui.hu)
French (Global)
Swedish (Global)
Russian (Global)
Ukrainian (Global)
Belorussian (Global)
Croatian (Masva, MIUI Adria)
Vietnamese (Belmont-Gabriel)
Italian (miui.it)
Greek (Global)
Norwegian (Global)
Dutch (cueie, mannyribo, redmaner)
Spanish (nosijf982)
Turkish (suatsari)
Brazilian-Portuguese (Global, Feurrado, Lobianco)
Portuguese (KcNirvana, Lippe35)
Hebrew (Global)
Romanian (ashtefan)
German (muhamed89, cp82, dahool2016, and more)
Catalan (deivids84)
Korean (cjhyuky, bradly1, xiaomiqm)
Slovenian (bostjan2016)
Serbian (dudjaa)
Thai (Global)
Finnish (dogiex)
Arabic (Global)
Japanese (ScratchBuild)
Burmese (Global)
Danish (Global)Included languages:
English (en.miui.com, xiaomi.eu)
Chinese (miui.com)
Polish (Acid, miuipolska.pl)
Slovak (ingbrzy, https://miuios.cz)
Czech (VMach, https://miuios.cz)
Bulgarian (Global)
Hungarian (vagyula, miui.hu)
French (Global)
Swedish (Global)
Russian (Global)
Ukrainian (Global)
Belorussian (Global)
Croatian (Masva, MIUI Adria)
Vietnamese (Belmont-Gabriel)
Italian (miui.it)
Greek (Global)
Norwegian (Global)
Dutch (cueie, mannyribo, redmaner)
Spanish (nosijf982)
Turkish (suatsari)
Brazilian-Portuguese (Global, Feurrado, Lobianco)
Portuguese (KcNirvana, Lippe35)
Hebrew (Global)
Romanian (ashtefan)
German (muhamed89, cp82, dahool2016, and more)
Catalan (deivids84)
Korean (cjhyuky, bradly1, xiaomiqm)
Slovenian (bostjan2016)
Serbian (dudjaa)
Thai (Global)
Finnish (dogiex)
Arabic (Global)
Japanese (ScratchBuild)
Burmese (Global)
Danish (Global)","Categories
Software Development, OS distribution, ROMs"
"Asuswrt-Merlin is a third party firmware for select Asus wireless routers. Based on the Asuswrt firmware developed by Asus, it brings tweaks, new features and other improvements to the original firmware, while retaining its performance and ease of use.

Note that only downloads are hosted on SF.net - the complete source code can be found on https://github.com/RMerl/asuswrt-merlin (legacy 380.xx) and https://github.com/RMerl/asuswrt-merlin.ng (382 and newer releases).Asuswrt-Merlin is a third party firmware for select Asus wireless routers. Based on the Asuswrt firmware developed by Asus, it brings tweaks, new features and other improvements to the original firmware, while retaining its performance and ease of use.

Note that only downloads are hosted on SF.net - the complete source code can be found on https://github.com/RMerl/asuswrt-merlin (legacy 380.xx) and https://github.com/RMerl/asuswrt-merlin.ng (382 and newer releases).","Categories
Hardware"
"ReactOS is an open source effort to develop a quality operating system that is compatible with applications and drivers written for the Microsoft Windows NT family of operating systems (NT4, 2000, XP, 2003).ReactOS is an open source effort to develop a quality operating system that is compatible with applications and drivers written for the Microsoft Windows NT family of operating systems (NT4, 2000, XP, 2003).","Categories
Operating System Kernels"
"Pydio Cells is the mature open source alternative to dropbox and box, for the enterprise.

Why building your own box?

You need to access your documents across multiple devices, and regularly share documents (weblinks) and folders with your contacts and teams. Still, using a consumer SaaS box or drive service is neither practical nor safe. And enterprise SaaS box or drive services are expensive and come with Disk Storage that you already have on your servers or private cloud.

How to build your own box with Pydio?

Easily install Pydio on your servers or cloud of choice,
Simply share documents and folders with your teams,
Administrate your box with an Entreprise grade console (rights, groups, plug ins),
Access documents with a Web Gui, Smartphones and tablet apps (iOS, Android),
Sync folders on your computer (PC, Mac, Linux).Pydio Cells is the mature open source alternative to dropbox and box, for the enterprise.

Why building your own box?

You need to access your documents across multiple devices, and regularly share documents (weblinks) and folders with your contacts and teams. Still, using a consumer SaaS box or drive service is neither practical nor safe. And enterprise SaaS box or drive services are expensive and come with Disk Storage that you already have on your servers or private cloud.

How to build your own box with Pydio?

Easily install Pydio on your servers or cloud of choice,
Simply share documents and folders with your teams,
Administrate your box with an Entreprise grade console (rights, groups, plug ins),
Access documents with a Web Gui, Smartphones and tablet apps (iOS, Android),
Sync folders on your computer (PC, Mac, Linux).","Categories
File Sharing, File Managers, Cloud Storage"
"rEFInd is a fork of the rEFIt boot manager. Like rEFIt, rEFInd can auto-detect your installed EFI boot loaders and it presents a pretty GUI menu of boot options. rEFInd goes beyond rEFIt in that rEFInd better handles systems with many boot loaders, gives better control over the boot loader search process, and provides the ability for users to define their own boot loader entries.rEFInd is a fork of the rEFIt boot manager. Like rEFIt, rEFInd can auto-detect your installed EFI boot loaders and it presents a pretty GUI menu of boot options. rEFInd goes beyond rEFIt in that rEFInd better handles systems with many boot loaders, gives better control over the boot loader search process, and provides the ability for users to define their own boot loader entries.","Categories
Boot"
"SuperiorOS is a AOSP based ROM works on android Operating System . We trying to fullfil the demands of users regarding features , Stability & perfermanceSuperiorOS is a AOSP based ROM works on android Operating System . We trying to fullfil the demands of users regarding features , Stability & perfermance","Categories
ROMs"
Snappy Driver Installer Origin is a portable Windows tool to install and update device drivers. It can be used offline to install drivers where Internet isn't available. The perfect technicians tool. Download the latest version from the home page below.Snappy Driver Installer Origin is a portable Windows tool to install and update device drivers. It can be used offline to install drivers where Internet isn't available. The perfect technicians tool. Download the latest version from the home page below.,"Categories
Installation/Setup, Hardware Drivers"
"This project is no longer actively maintained. It is succeeded by the Eclipse RDF4J project, which can be found at GitHub and at http://www.rdf4j.org/.

Sesame is a de-facto standard framework for processing RDF data. This includes parsing, scalable storage, reasoning and full SPARQL 1.1 query/update support. Sesame offers a fully modular toolkit and an easy-to-use Java API that can be connected to all leading RDF storage solutions.This project is no longer actively maintained. It is succeeded by the Eclipse RDF4J project, which can be found at GitHub and at http://www.rdf4j.org/.

Sesame is a de-facto standard framework for processing RDF data. This includes parsing, scalable storage, reasoning and full SPARQL 1.1 query/update support. Sesame offers a fully modular toolkit and an easy-to-use Java API that can be connected to all leading RDF storage solutions.","Categories
Storage, Libraries, Semantic Web"
Unpacker for installations made by Inno SetupUnpacker for installations made by Inno Setup,"Categories
Archiving, Installation/Setup"
"Kernelloader is a free bootloader for PS2 Linux and other Playstation 2 operating systems. Loading can be done by ""Action Replay Media Player"", by ""memory card exploit"", by ""FMCB"" or any other homebrew loading method.
If you downloaded the latest Linux Live DVD, you need to run the online updater to be able to play Youtube videos.Kernelloader is a free bootloader for PS2 Linux and other Playstation 2 operating systems. Loading can be done by ""Action Replay Media Player"", by ""memory card exploit"", by ""FMCB"" or any other homebrew loading method.
If you downloaded the latest Linux Live DVD, you need to run the online updater to be able to play Youtube videos.","Categories
Operating System Kernels, Boot"
"Kwok Information Server is an open source IT management system, providing IT asset tracking (hardware inventory and software license), issue tracking (helpdesk), service contract management, vendor contact management, and knowledge base.Kwok Information Server is an open source IT management system, providing IT asset tracking (hardware inventory and software license), issue tracking (helpdesk), service contract management, vendor contact management, and knowledge base.","Categories
Hardware, Knowledge Management"
"REPOSITORY MOVED TO GITHUB!!
https://github.com/medooze/media-server

Video Multiconference Media Server with WebRTC support.

Provide Multiconference and video broadcasting services to any SIP service.

Supports VP8, H264, MP4V-ES, H263 and H263P, continuous presence, RTMP flash broadcasting, adhoc conferences, load balancing and administrative WEB interface.

JSR309 driver implementation under development.

.REPOSITORY MOVED TO GITHUB!!
https://github.com/medooze/media-server

Video Multiconference Media Server with WebRTC support.

Provide Multiconference and video broadcasting services to any SIP service.

Supports VP8, H264, MP4V-ES, H263 and H263P, continuous presence, RTMP flash broadcasting, adhoc conferences, load balancing and administrative WEB interface.

JSR309 driver implementation under development.

.","Categories
Streaming, VoIP, Video Conferencing, SIP Servers, Load Balancers"
"phpFileManager is a complete filesystem management tool on a single file.

This is a tool meant for rapid file access, and also to verify the server php configuration and security.
The script can be renamed and deployed on an unique known url, and offers password protection.

Online Demo: http://phpfm-demo.dulldusk.com
Feel free to mess around! This is a public demo installation, and will reset itself every hour.phpFileManager is a complete filesystem management tool on a single file.

This is a tool meant for rapid file access, and also to verify the server php configuration and security.
The script can be renamed and deployed on an unique known url, and offers password protection.

Online Demo: http://phpfm-demo.dulldusk.com
Feel free to mess around! This is a public demo installation, and will reset itself every hour.","Categories
Terminal Emulators, File Systems"
"This program belongs to class ""Clipboard Manager"". It captures many clipboard objects and allows user to select and paste one in any program. Inspired by analogs: ClipDiary, Ditto, AceText. Main priorities: usability, compatibility, reliability.
Requires .Net Framework 4.52+ (Windows Vista+/Server 2008+)This program belongs to class ""Clipboard Manager"". It captures many clipboard objects and allows user to select and paste one in any program. Inspired by analogs: ClipDiary, Ditto, AceText. Main priorities: usability, compatibility, reliability.
Requires .Net Framework 4.52+ (Windows Vista+/Server 2008+)","Categories
Desktop Environment, Usability, Clipboard Managers"
SharpEnviro is a GPL (Copyleft) Windows Shell Replacement created in Delphi.SharpEnviro is a GPL (Copyleft) Windows Shell Replacement created in Delphi.,"Categories
Desktop Environment, System Shells"
"BrazilFW is a mini Linux distribution designed to be used as a Firewall and Router that runs easily on older computers. An old PC running BrazilFW is much more powerful and efficient than commercial software for routing in offices and residences running on a ""powerful"" computer.
BrazilFW is based on Coyote Linux, which was designed by Joshua Jackson who discontinued Coyote Linux in version 2.24 in August 2005. In that same month comes on the scene BrazilFW Firewall and Router (BFW) with version 2.24, which is led by ""Claudio"" and ""Marcelo - Brazil"", running only on floppy disks, and being 2.30.1 the last version with this support . The following versions, as well having automatic detection of network cards, only run on large capacity media, such as hard disk (HD).
Versions in Development:
* 2.33.x: Uses kernel 2.4.x and is developed by Marcinho Samurai.
* 3.x: Uses kernel 4.x and is developed by WoshManBrazilFW is a mini Linux distribution designed to be used as a Firewall and Router that runs easily on older computers. An old PC running BrazilFW is much more powerful and efficient than commercial software for routing in offices and residences running on a ""powerful"" computer.
BrazilFW is based on Coyote Linux, which was designed by Joshua Jackson who discontinued Coyote Linux in version 2.24 in August 2005. In that same month comes on the scene BrazilFW Firewall and Router (BFW) with version 2.24, which is led by ""Claudio"" and ""Marcelo - Brazil"", running only on floppy disks, and being 2.30.1 the last version with this support . The following versions, as well having automatic detection of network cards, only run on large capacity media, such as hard disk (HD).
Versions in Development:
* 2.33.x: Uses kernel 2.4.x and is developed by Marcinho Samurai.
* 3.x: Uses kernel 4.x and is developed by WoshMan","Categories
Firewall"
"Create zip files, extract zip files, replace text in files, search in files using expressions, stream text editor, instant command line ftp and http server, send folder via network, copy folder excluding sub folders and files, find duplicate files, run a command on all files of a folder, split and join large files, make md5 checksum lists of files, remove tab characters, convert CR/LF, list newest or biggest files of a folder, compare folders, treesize, show first or last lines of a file, find filenames fast using index files, rename many files using expressions, copy part of a file, change times of a file, set file time from filename, print colored text to terminal, convert csv to tab separated, download files from web, send http or udp requests, print tcp or udp traffic, create hexdump of files, join many text files into one, list nested .zip .tar .tar.gz .tar.bz2 archive contents. Fully portable, for USB stick, without installation. For Windows, Linux and Mac OS/X.Create zip files, extract zip files, replace text in files, search in files using expressions, stream text editor, instant command line ftp and http server, send folder via network, copy folder excluding sub folders and files, find duplicate files, run a command on all files of a folder, split and join large files, make md5 checksum lists of files, remove tab characters, convert CR/LF, list newest or biggest files of a folder, compare folders, treesize, show first or last lines of a file, find filenames fast using index files, rename many files using expressions, copy part of a file, change times of a file, set file time from filename, print colored text to terminal, convert csv to tab separated, download files from web, send http or udp requests, print tcp or udp traffic, create hexdump of files, join many text files into one, list nested .zip .tar .tar.gz .tar.bz2 archive contents. Fully portable, for USB stick, without installation. For Windows, Linux and Mac OS/X.","Categories
Text Processing, File Managers, Duplicate File Finders"
"Lossless compressor for multichannel 8,16 and 24 bits audio data, with the ability of password data protection. Being 'lossless' means that no data/quality is lost in the compression - when uncompressed, the data will be identical to the original.Lossless compressor for multichannel 8,16 and 24 bits audio data, with the ability of password data protection. Being 'lossless' means that no data/quality is lost in the compression - when uncompressed, the data will be identical to the original.","Categories
File Compression, Audio Conversion, CD Audio"
"========================
Extra! Extra! Read all about it!
The next generation of YFi Hotspot Manager is now available.
It is called RADIUSdesk and packed with goodies.

https://sourceforge.net/projects/radiusdesk/
===========================

Modern Ajax web front-end for FreeRADIUS 2.x.
Supports: vouchers, permanent users, billing post paid and pre-paid. Multi language support.
Stats.
Works with CoovaChilli and Mikrotik.
Runs on Ubuntu and CentOS.
Thorough documentation.

Can be downloaded as a virtual appliance in order to be up and running within minutes.
Can be used as a standard RADIUS server.========================
Extra! Extra! Read all about it!
The next generation of YFi Hotspot Manager is now available.
It is called RADIUSdesk and packed with goodies.

https://sourceforge.net/projects/radiusdesk/
===========================

Modern Ajax web front-end for FreeRADIUS 2.x.
Supports: vouchers, permanent users, billing post paid and pre-paid. Multi language support.
Stats.
Works with CoovaChilli and Mikrotik.
Runs on Ubuntu and CentOS.
Thorough documentation.

Can be downloaded as a virtual appliance in order to be up and running within minutes.
Can be used as a standard RADIUS server.","Categories
Wireless, Monitoring, Router"
"SimpleID is a simple, personal OpenID provider written in PHP.SimpleID is a simple, personal OpenID provider written in PHP.","Categories
WWW/HTTP, Authentication/Directory"
"This an application launcher for removable drives (although it can also be used as a normal application). Rather than organizing the apps as a list like the Windows Start menu, they are organized in a tool bar a bit similar to the Mac OSX dock bar.This an application launcher for removable drives (although it can also be used as a normal application). Rather than organizing the apps as a list like the Windows Start menu, they are organized in a tool bar a bit similar to the Mac OSX dock bar.","Categories
File Managers"
"Greenstone is a complete digital library creation, management and distribution package created and distributed by the New Zealand Digital Library Project.

There are two major versions of the software. Greenstone 3 is under active development, and is recommended for download. We also provide maintenance releases for its forerunner, Greenstone 2.

Featured download not what you're looking for? Click ""Browse all files"" to access binaries and source releases of both versions.Greenstone is a complete digital library creation, management and distribution package created and distributed by the New Zealand Digital Library Project.

There are two major versions of the software. Greenstone 3 is under active development, and is recommended for download. We also provide maintenance releases for its forerunner, Greenstone 2.

Featured download not what you're looking for? Click ""Browse all files"" to access binaries and source releases of both versions.","Categories
Search Engines, Archiving, Multimedia"
"Xymon is a system for monitoring of hosts and networks, inspired by the Big Brother system. It provides real-time monitoring, an easy web-interface, historical data, availability reports and performance graphs.Xymon is a system for monitoring of hosts and networks, inspired by the Big Brother system. It provides real-time monitoring, an easy web-interface, historical data, availability reports and performance graphs.","Categories
Systems Administration, Monitoring"
"*** THIS SITE IS NO LONGER MAINTAINED, PLEASE GO TO ***

https://www.keka.io*** THIS SITE IS NO LONGER MAINTAINED, PLEASE GO TO ***

https://www.keka.io","Categories
File Compression, Backup, Application Packaging"
"FreeNAS is an Open Source Storage Platform and supports sharing across Windows, Apple, and UNIX-like systems. It includes ZFS (high storage capacities and integrates file systems and volume management into a single piece of software).

Note: This project is currently inactive on sourceforge as it has moved to github (see https://github.com/freenas)FreeNAS is an Open Source Storage Platform and supports sharing across Windows, Apple, and UNIX-like systems. It includes ZFS (high storage capacities and integrates file systems and volume management into a single piece of software).

Note: This project is currently inactive on sourceforge as it has moved to github (see https://github.com/freenas)","Categories
Storage"
Snappy Driver Installer is an application for installing/updating drivers on PCs running Microsoft Windows using driverpacks or included folders with drivers. It can be used to install drivers on newly assembled PCs at places where Internet isn't available. Users can also use the software to keep their drivers up to date.Snappy Driver Installer is an application for installing/updating drivers on PCs running Microsoft Windows using driverpacks or included folders with drivers. It can be used to install drivers on newly assembled PCs at places where Internet isn't available. Users can also use the software to keep their drivers up to date.,"Categories
Installation/Setup, Hardware, Hardware Drivers"
A distutils extension to create standalone windows programs from python scripts.A distutils extension to create standalone windows programs from python scripts.,"Categories
Build Tools, Software Distribution"
"LogicalDOC is both document management and collaboration system. The software is loaded with many functions and allows organizing, index, retrieving, controlling and distributing important business documents securely and safely for any organization and individual.

Gone are the days when companies used paper-based processes such as printing, mailing and manual filing of paper documents; our document management system replaces all of this with electronic procedures that allow your organization to reduce costs significantly.

Check out https://www.logicaldoc.com to learn more.

The design of LogicalDOC is based on best-of-breed Java technologies in order to provide a reliable DMS platform. The main interface is web-based, no need to install anything else; users can access the system through their browser.

LogicalDOC CE is 100% free software and is packaged with an open source database; while it supports all major DBMS, developers still recommend MySQL for production systems.LogicalDOC is both document management and collaboration system. The software is loaded with many functions and allows organizing, index, retrieving, controlling and distributing important business documents securely and safely for any organization and individual.

Gone are the days when companies used paper-based processes such as printing, mailing and manual filing of paper documents; our document management system replaces all of this with electronic procedures that allow your organization to reduce costs significantly.

Check out https://www.logicaldoc.com to learn more.

The design of LogicalDOC is based on best-of-breed Java technologies in order to provide a reliable DMS platform. The main interface is web-based, no need to install anything else; users can access the system through their browser.

LogicalDOC CE is 100% free software and is packaged with an open source database; while it supports all major DBMS, developers still recommend MySQL for production systems.","Categories
File Managers, Content Management Systems (CMS), Knowledge Management, Document Management"
"PeaZip is a free archiver tool. The application provides an unified, natively portable, cross-platform file manager and archive manager GUI for many Open Source technologies like 7-Zip, FreeArc, PAQ, UPX.

Create: 7Z, ARC, Brotl, BZip, GZip, PEA, TAR, WIM, XZ, ZPAQ, ZIP, Zstandard files and more

Open and extract 200+ file types: ACE, CAB, DEB, ISO, RAR, ZIPX and more

Features of PeaZip includes extract, create and convert multiple archives at once, create self-extracting archives (sfx), split files, strong encryption with two factor authentication, encrypted password manager, secure deletion, find duplicate files, calculate hashes, export task definition as command line script.PeaZip is a free archiver tool. The application provides an unified, natively portable, cross-platform file manager and archive manager GUI for many Open Source technologies like 7-Zip, FreeArc, PAQ, UPX.

Create: 7Z, ARC, Brotl, BZip, GZip, PEA, TAR, WIM, XZ, ZPAQ, ZIP, Zstandard files and more

Open and extract 200+ file types: ACE, CAB, DEB, ISO, RAR, ZIPX and more

Features of PeaZip includes extract, create and convert multiple archives at once, create self-extracting archives (sfx), split files, strong encryption with two factor authentication, encrypted password manager, secure deletion, find duplicate files, calculate hashes, export task definition as command line script.","Categories
File Managers, Archiving, File Compression, Hash Calculators"
"Salient OS is an arch-based rolling-release distribution aimed at multi-media / gaming enthusiasts. It comes pre-configured with various applications out of the box to aid you in getting started quickly without having to download these applications yourself.

The default user is 'liveuser' with no password, although auto login is enabled for the live session.

The installer can be found in the main menu under the System category, namely, Install Salient OS. Salient OS uses the Calamares Installer by default. By default the installer auto loads at the desktop.

For gamers utilising esync/dxvk, lutris/steam proton, the system and security limits have been configured accordingly to give the best performance out of the box saving you these additional steps.

Essentially, there are two versions of Salient OS, XFCE and an KDE Plasma version.

** Note: Please do not submit this project to DistroWatch yet!Salient OS is an arch-based rolling-release distribution aimed at multi-media / gaming enthusiasts. It comes pre-configured with various applications out of the box to aid you in getting started quickly without having to download these applications yourself.

The default user is 'liveuser' with no password, although auto login is enabled for the live session.

The installer can be found in the main menu under the System category, namely, Install Salient OS. Salient OS uses the Calamares Installer by default. By default the installer auto loads at the desktop.

For gamers utilising esync/dxvk, lutris/steam proton, the system and security limits have been configured accordingly to give the best performance out of the box saving you these additional steps.

Essentially, there are two versions of Salient OS, XFCE and an KDE Plasma version.

** Note: Please do not submit this project to DistroWatch yet!","Categories
Live CD"
"Grub2Win is completely free and open source. All modules are digitally signed for your security.

Safely multiboot Windows and Linux systems on both GPT and MBR disks.

Works with both EFI and BIOS firmware. Supports Windows 11, 10, 8, 7 and XP.

Grub2Win boots native GNU Grub version 2.06 code. Everything is installed to a single 20 MB directory on your Windows C: drive. The install also copies a few small boot modules to your EFI partition.

Automatically generates config files for PhoenixOS, Android, Ubuntu, Debian, Suse, Fedora, Manjaro, Mint, Clover and Windows. You can import Linux config files for most other distributions.

Please Note: ChromeOS is not supported by Grub2Win,

You can enter your own custom commands for each menu entry.

Grub2Win began in 2010. It has been downloaded more than a million times in 180 countries worldwide.

If you find Grub2Win useful, please consider making a small donation to be used for hardware and testing.Grub2Win is completely free and open source. All modules are digitally signed for your security.

Safely multiboot Windows and Linux systems on both GPT and MBR disks.

Works with both EFI and BIOS firmware. Supports Windows 11, 10, 8, 7 and XP.

Grub2Win boots native GNU Grub version 2.06 code. Everything is installed to a single 20 MB directory on your Windows C: drive. The install also copies a few small boot modules to your EFI partition.

Automatically generates config files for PhoenixOS, Android, Ubuntu, Debian, Suse, Fedora, Manjaro, Mint, Clover and Windows. You can import Linux config files for most other distributions.

Please Note: ChromeOS is not supported by Grub2Win,

You can enter your own custom commands for each menu entry.

Grub2Win began in 2010. It has been downloaded more than a million times in 180 countries worldwide.

If you find Grub2Win useful, please consider making a small donation to be used for hardware and testing.","Categories
Boot"
"openQRM is a web-based open source datacenter management and hybrid cloud computing platform that integrates flexibly with existing components in enterprise data centers.

Legacy Release available on Sourceforge. Please visit http://www.openqrm-enterprise.com/index-2.html for latest 5.3 free Community Release. Includes important security updates, bugfixes and enhancements especially for KVM and Cloud plugin.

openQRM abstracts Virtualization and supports the following virtualization technologies: KVM, XEN, Citrix XenServer, VMWare ESX, LXC, OpenVZ.

The Hybrid Cloud Connector in openQRM supports a range of private or public cloud providers to extend your infrastructure on demand via Amazon AWS, Eucalyptus or OpenStack.

openQRM automates provisioning, virtualization, storage and configuration management, and it takes care of high-availability. A self-service cloud portal with integrated billing system enables end-users to request new servers and application stacks on-demanopenQRM is a web-based open source datacenter management and hybrid cloud computing platform that integrates flexibly with existing components in enterprise data centers.

Legacy Release available on Sourceforge. Please visit http://www.openqrm-enterprise.com/index-2.html for latest 5.3 free Community Release. Includes important security updates, bugfixes and enhancements especially for KVM and Cloud plugin.

openQRM abstracts Virtualization and supports the following virtualization technologies: KVM, XEN, Citrix XenServer, VMWare ESX, LXC, OpenVZ.

The Hybrid Cloud Connector in openQRM supports a range of private or public cloud providers to extend your infrastructure on demand via Amazon AWS, Eucalyptus or OpenStack.

openQRM automates provisioning, virtualization, storage and configuration management, and it takes care of high-availability. A self-service cloud portal with integrated billing system enables end-users to request new servers and application stacks on-deman","Categories
Enterprise, Systems Administration, Operating System Kernels, Clustering, Distributed Computing"
