Description,Category
"DictionaryForMIDs is an dictionary application for cell phones, tablets and PCs. The dictionary is completely installed on the device (""offline dictionary""), i.e. after installation there is no need for an internet connection.
DictionaryForMIDs can be set up for any dictionary, for any language, or for any other lookup-purpose. The DfM-Creator tool is used to set up a dictionary for use with DictionaryForMIDs.DictionaryForMIDs is an dictionary application for cell phones, tablets and PCs. The dictionary is completely installed on the device (""offline dictionary""), i.e. after installation there is no need for an internet connection.
DictionaryForMIDs can be set up for any dictionary, for any language, or for any other lookup-purpose. The DfM-Creator tool is used to set up a dictionary for use with DictionaryForMIDs.","Categories
Other/Nonlisted Topic, Education, Dictionary"
"XMLStarlet is a set of command line utilities (tools) to transform, query, validate, and edit XML documents and files using simple set of shell commands in similar way it is done for text files with UNIX grep, sed, awk, diff, patch, join, etc utilities.XMLStarlet is a set of command line utilities (tools) to transform, query, validate, and edit XML documents and files using simple set of shell commands in similar way it is done for text files with UNIX grep, sed, awk, diff, patch, join, etc utilities.","Categories
Text Processing, Other/Nonlisted Topic, Interpreters, System Shells"
Open Source Worship Presentation Software. This project has moved to Launchpad: https://launchpad.net/openlpOpen Source Worship Presentation Software. This project has moved to Launchpad: https://launchpad.net/openlp,"Categories
Other/Nonlisted Topic, Office/Business, Religion and Philosophy, Media Players"
"QLC+ is a fork of the great QLC project written by Heikki Junnila. This project aims to continue the development of QLC and to introduce new features.
The primary goal is to bring QLC+ at the level of other lighting control commercial softwares.
Please download the latest version from https://www.qlcplus.org.QLC+ is a fork of the great QLC project written by Heikki Junnila. This project aims to continue the development of QLC and to introduce new features.
The primary goal is to bring QLC+ at the level of other lighting control commercial softwares.
Please download the latest version from https://www.qlcplus.org.","Categories
Other/Nonlisted Topic"
A web-based project management tool for workgroups. Encourage groups and individuals to work collaboratively. This tool aims to be functional and elegant without being complicated or graphically intensive.A web-based project management tool for workgroups. Encourage groups and individuals to work collaboratively. This tool aims to be functional and elegant without being complicated or graphically intensive.,"Categories
Other/Nonlisted Topic, Scheduling, To-Do Lists, Project Management"
"OpenSong is a free software application for managing chords and lyrics sheets (lead sheets), presenting lyrics (and custom slides) using a projector, and much more! Great for worship leaders and musicians!OpenSong is a free software application for managing chords and lyrics sheets (lead sheets), presenting lyrics (and custom slides) using a projector, and much more! Great for worship leaders and musicians!","Categories
Other/Nonlisted Topic, Religion and Philosophy, Presentation"
"OS X FOSS portable applications are packaged so you can carry around on any portable device, USB thumb drive, iPod, portable hard drive, memory card, other portable device (or also on your internal hard disk), taking your preferences with you.OS X FOSS portable applications are packaged so you can carry around on any portable device, USB thumb drive, iPod, portable hard drive, memory card, other portable device (or also on your internal hard disk), taking your preferences with you.","Categories
Text Editors, Communications, Other/Nonlisted Topic, Office/Business, Internet, Simulation, Physics, Multimedia"
"An easy to use application to design your kitchen garden or your house farm. Helps you plan your plants ( vegetables, fruit trees, herbs, flowers ) so that it respects the rules of crop rotation and companion planting. Based on square foot gardening. Requires Java 8.An easy to use application to design your kitchen garden or your house farm. Helps you plan your plants ( vegetables, fruit trees, herbs, flowers ) so that it respects the rules of crop rotation and companion planting. Based on square foot gardening. Requires Java 8.","Categories
Other/Nonlisted Topic, Ecosystem Sciences, Data Visualization"
Moved to https://codeberg.org/andybalaam/FreeGuideMoved to https://codeberg.org/andybalaam/FreeGuide,"Categories
Other/Nonlisted Topic, Games/Entertainment, Internet"
"A java LDAP client with LDIF support, security (inc SSL, SASL & GSSAPI), translated into many languages (inc. Chinese), online help, user forms and many other features.

The commercial version is available at https://jxworkbench.com for $9.95. It extends JXplorer to include:
- custom LDAP reporting - to pdf, word etc.
- Find and Replace with regexp and attribute substitution
- A secure password vault to store directory connections
- etc.

Support for JXplorer and JXWorkbench is available at http://jxplorer.org.

Commercial support available from sales@jxworkbench.comA java LDAP client with LDIF support, security (inc SSL, SASL & GSSAPI), translated into many languages (inc. Chinese), online help, user forms and many other features.

The commercial version is available at https://jxworkbench.com for $9.95. It extends JXplorer to include:
- custom LDAP reporting - to pdf, word etc.
- Find and Replace with regexp and attribute substitution
- A secure password vault to store directory connections
- etc.

Support for JXplorer and JXWorkbench is available at http://jxplorer.org.

Commercial support available from sales@jxworkbench.com","Categories
Other/Nonlisted Topic, Security, LDAP"
Virtual Magnifying Glass is designed for visually-impaired and others who need to magnify a part of the screen. Unlike similar programs it does not open a separate window for the magnification but instead puts a movable magnifying glass on screen.Virtual Magnifying Glass is designed for visually-impaired and others who need to magnify a part of the screen. Unlike similar programs it does not open a separate window for the magnification but instead puts a movable magnifying glass on screen.,"Categories
Other/Nonlisted Topic, Graphics"
"Simple, web-based address & phone book, contact manager, organizer. Groups, addresses, e-Mails, phone numbers & birthdays. vCards, LDIF, Excel, iPhone, Gmail & Google-Maps supported. PHP / MySQL based. http://php-addressbook.sourceforge.net/demoSimple, web-based address & phone book, contact manager, organizer. Groups, addresses, e-Mails, phone numbers & birthdays. vCards, LDIF, Excel, iPhone, Gmail & Google-Maps supported. PHP / MySQL based. http://php-addressbook.sourceforge.net/demo","Categories
Email, Other/Nonlisted Topic, CRM, Social Networking"
"Cybera is an Internet cafe administration system. It works with prepaid cards or client accounts or in a post paid Self Service mode. Features include workstation control, user rights lockdown, accounting, stats and screen replication for CAI.Cybera is an Internet cafe administration system. It works with prepaid cards or client accounts or in a post paid Self Service mode. Features include workstation control, user rights lockdown, accounting, stats and screen replication for CAI.","Categories
Other/Nonlisted Topic, Point of Sale (POS), Systems Administration, Computer Aided Instruction (CAI)"
"phpABook is a simple address/contact management system that uses PHP and MySQL. It provides many features that you would find in a similar offline, OS specific application. It also has multi-user capabilities.

NEWS: We are cooking an all new version - new code, new features, new design. Subscribe the mailing list to keep updated.phpABook is a simple address/contact management system that uses PHP and MySQL. It provides many features that you would find in a similar offline, OS specific application. It also has multi-user capabilities.

NEWS: We are cooking an all new version - new code, new features, new design. Subscribe the mailing list to keep updated.","Categories
Other/Nonlisted Topic, CRM, WWW/HTTP"
"easystroke is a gesture-recognition application for X11. It aims to be highly configurable while at the same time providing an intuitive user interface. It was designed primarily for use on a Tablet PC, but it also works well with a mouse.easystroke is a gesture-recognition application for X11. It aims to be highly configurable while at the same time providing an intuitive user interface. It was designed primarily for use on a Tablet PC, but it also works well with a mouse.","Categories
Other/Nonlisted Topic"
"Megacubo is an intuitive, multi-language and cross-platform IPTV player with support for history, bookmarks and much more.

You can add as many IPTV lists you want (M3U format) and record live broadcasts to your PC or device.

With Miniplayer mode, you can work or navigate on your PC while watching any broadcast.Megacubo is an intuitive, multi-language and cross-platform IPTV player with support for history, bookmarks and much more.

You can add as many IPTV lists you want (M3U format) and record live broadcasts to your PC or device.

With Miniplayer mode, you can work or navigate on your PC while watching any broadcast.","Categories
Streaming, Other/Nonlisted Topic"
"Belgelendirme Çalışma Grubu, Linux ile ilgili olarak, NASIL, kılavuz ve bilgi sayfaları ile yardım belgelerinin çevrilmesi, yeni belgelerin hazırlanması, eski belgelerin arşivlenmesiyle ilgilenir.Belgelendirme Çalışma Grubu, Linux ile ilgili olarak, NASIL, kılavuz ve bilgi sayfaları ile yardım belgelerinin çevrilmesi, yeni belgelerin hazırlanması, eski belgelerin arşivlenmesiyle ilgilenir.","Categories
Other/Nonlisted Topic"
"As of now, you can get Ehcache only from ehcache.org or Maven central.

A simple, fast, thread safe, standards based cache for Java, and provides memory and disk stores and distributed operation for clusters. ehcache is widely used in such open source projects as Hibernate and Spring. Terracotta offers enterprise editionAs of now, you can get Ehcache only from ehcache.org or Maven central.

A simple, fast, thread safe, standards based cache for Java, and provides memory and disk stores and distributed operation for clusters. ehcache is widely used in such open source projects as Hibernate and Spring. Terracotta offers enterprise edition","Categories
Other/Nonlisted Topic, Frameworks, Clustering"
A fully featured nutrition and biomarker tracking tool. Designed for practitioners of Caloric Restrictrion (CRON) Diets.A fully featured nutrition and biomarker tracking tool. Designed for practitioners of Caloric Restrictrion (CRON) Diets.,"Categories
Other/Nonlisted Topic"
"Use your favorite keyboard layout everywhere! I learned the Colemak keyboard layout, but I can not install at school, so I wrote a portable keyboard layout program in autohotkey. It no requires install or administrator privileges.Use your favorite keyboard layout everywhere! I learned the Colemak keyboard layout, but I can not install at school, so I wrote a portable keyboard layout program in autohotkey. It no requires install or administrator privileges.","Categories
Other/Nonlisted Topic, Hardware Drivers"
"Perl scripts to manage a tennis club with its database held by PostgreSQL. Includes tournaments, profiles, rankings, challenges, galleries, head-to-heads, courts online reservation, etc.Perl scripts to manage a tennis club with its database held by PostgreSQL. Includes tournaments, profiles, rankings, challenges, galleries, head-to-heads, courts online reservation, etc.","Categories
Other/Nonlisted Topic"
"Development of CRG is now in

https://www.facebook.com/groups/126006504596245 (This is for DEVELOPERS). For Users, use the normal Derby Scoreboard group

https://www.facebook.com/groups/derbyscoreboard/Development of CRG is now in

https://www.facebook.com/groups/126006504596245 (This is for DEVELOPERS). For Users, use the normal Derby Scoreboard group

https://www.facebook.com/groups/derbyscoreboard/","Categories
Chat, Other/Nonlisted Topic, Sports Games"
"AllChars provides a quick, easy-to-remember way of creating accents like é Ü ç î æ and special characters like ƒ ² ‰ © £ ± ß ° 1/2 ¿ « » ™ „ in most Windows programs. AllChars emulates the *nix Compose key on Windows.AllChars provides a quick, easy-to-remember way of creating accents like é Ü ç î æ and special characters like ƒ ² ‰ © £ ± ß ° 1/2 ¿ « » ™ „ in most Windows programs. AllChars emulates the *nix Compose key on Windows.","Categories
Other/Nonlisted Topic, Office/Business, Internationalization (I18N)"
"The National Library of New Zealand's Metadata Extraction Tool automatically extracts preservation-related metadata from digital files, then output that metadata in XML formats. It can be used through a graphical user interface or command-line interface.

Please take the latest code from 'https://github.com/DIA-NZ/Metadata-Extraction-Tool.git'. The code on source forge will not be updated henceforth as it is moved to github.The National Library of New Zealand's Metadata Extraction Tool automatically extracts preservation-related metadata from digital files, then output that metadata in XML formats. It can be used through a graphical user interface or command-line interface.

Please take the latest code from 'https://github.com/DIA-NZ/Metadata-Extraction-Tool.git'. The code on source forge will not be updated henceforth as it is moved to github.","Categories
Data Formats, Other/Nonlisted Topic, Information Analysis"
"TreeLine stores almost any kind of information in an organized tree structure. Each node in the tree can contain several fields, forming a mini-database.TreeLine stores almost any kind of information in an organized tree structure. Each node in the tree can contain several fields, forming a mini-database.","Categories
Other/Nonlisted Topic"
