Description,Category
"Tool for controlling the special features of a ""U3 smart drive"" USB Flash disk.Tool for controlling the special features of a ""U3 smart drive"" USB Flash disk.","Categories
Hardware Drivers"
"FreeNFS is a NFS 2.0 and 3.0 Compliant Server for Windows.
FreeNFSE is a NFS 2.0 and 3.0 Compliant Server for Windows to a Embedded System Client.

Adding more protocols to better serve embedded systems and video streaming.

Insure to read the Blog, for current information on whats new!FreeNFS is a NFS 2.0 and 3.0 Compliant Server for Windows.
FreeNFSE is a NFS 2.0 and 3.0 Compliant Server for Windows to a Embedded System Client.

Adding more protocols to better serve embedded systems and video streaming.

Insure to read the Blog, for current information on whats new!","Categories
Systems Administration, Networking, Embedded Systems"
SSL VPN Client for Windows (OpenVPN).SSL VPN Client for Windows (OpenVPN).,"Categories
Security, Networking, Mobile, VPN"
"Catalog the content of removable volumes like CD and DVD disks for off-line searching. Folders and files can also be arranged in a single, virtual file system. Each folder of this virtual file system can contain files from many disks.Catalog the content of removable volumes like CD and DVD disks for off-line searching. Folders and files can also be arranged in a single, virtual file system. Each folder of this virtual file system can contain files from many disks.","Categories
Database, File Managers, Archiving"
This is a virtual floppy drive for Windows NT / 2000 / XP / 2003 / Vista / Windows 7 (both 32-bit and 64-bit versions)This is a virtual floppy drive for Windows NT / 2000 / XP / 2003 / Vista / Windows 7 (both 32-bit and 64-bit versions),"Categories
File Managers, Hardware, File Systems"
"Available on:
iPhone 2G
iPhone 3G
iPod Touch 1G
iPod Touch 2G - MB
iPod Touch 2G - MC

Speed up your device and get new amazing features.Available on:
iPhone 2G
iPhone 3G
iPod Touch 1G
iPod Touch 2G - MB
iPod Touch 2G - MC

Speed up your device and get new amazing features.","Categories
OS distribution"
"Acrylic is a local DNS proxy for Windows which improves the performance of your computer by caching the responses coming from your DNS servers and helps you fight unwanted ads through the use of a custom HOSTS file (optimized for handling hundreds of thousands of domain names) with support for wildcards and regular expressions.

When you browse a web page a portion of the loading time is dedicated to name resolution while the rest is dedicated to the transfer of the web page contents. What Acrylic does is to reduce the time dedicated to name resolution for frequently visited addresses closest to zero possible. Furthermore Acrylic's sliding expiration caching mechanism and DNS silent updates are able to improve the browsing experience independently of the browser.

With Acrylic you can also gracefully overcome downtimes of your DNS servers without disrupting your work, because in that case you will at least be able to connect to your favourite websites and to your email server.Acrylic is a local DNS proxy for Windows which improves the performance of your computer by caching the responses coming from your DNS servers and helps you fight unwanted ads through the use of a custom HOSTS file (optimized for handling hundreds of thousands of domain names) with support for wildcards and regular expressions.

When you browse a web page a portion of the loading time is dedicated to name resolution while the rest is dedicated to the transfer of the web page contents. What Acrylic does is to reduce the time dedicated to name resolution for frequently visited addresses closest to zero possible. Furthermore Acrylic's sliding expiration caching mechanism and DNS silent updates are able to improve the browsing experience independently of the browser.

With Acrylic you can also gracefully overcome downtimes of your DNS servers without disrupting your work, because in that case you will at least be able to connect to your favourite websites and to your email server.","Categories
Communications, DNS, Networking, Email Servers"
External diff Tool is an Eclipse plugin that allows the launch of an external diff tool for file compares rather than the default built-in Eclipse diff tool. This plugin doesn't replace the built-in Eclipse tool. It only adds a new menu item to the GUI.External diff Tool is an Eclipse plugin that allows the launch of an external diff tool for file compares rather than the default built-in Eclipse diff tool. This plugin doesn't replace the built-in Eclipse tool. It only adds a new menu item to the GUI.,"Categories
Integrated Development Environments (IDE), Version Control, Diff Tools"
K3b is a highly usable and very userfriendly cd writing program.K3b is a highly usable and very userfriendly cd writing program.,"Categories
KDE, Archiving, CD Ripping"
"DarwiinRemote is a tiny program & library which reads data from and sends data to Nintendo Wii Remote (Wiimote), nunchuk, & classic controller.DarwiinRemote is a tiny program & library which reads data from and sends data to Nintendo Wii Remote (Wiimote), nunchuk, & classic controller.","Categories
Games/Entertainment, Hardware, HMI"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.","Categories
System"
"GAG is a graphical boot manager, designed to be easy-to-use and intuitive, but without loosing advanced features, like passwords or swapping drives.GAG is a graphical boot manager, designed to be easy-to-use and intuitive, but without loosing advanced features, like passwords or swapping drives.","Categories
Boot"
"Vine Server(OSXvnc) is a robust, full-featured VNC server for MacOS X. It allows VNC clients to remotely view or control the machine. It is provided by TestPlant, for use with Vine Viewer AND Eggplant for cross-platform testing,Vine Server(OSXvnc) is a robust, full-featured VNC server for MacOS X. It allows VNC clients to remotely view or control the machine. It is provided by TestPlant, for use with Vine Viewer AND Eggplant for cross-platform testing,","Categories
Communications, Distributed Computing"
"Duplicate Files Finder is a cross-platform application for finding and removing duplicate files by deleting, creating hardlinks or creating symbolic links. A special algorithm minimizes the amount of data read from disk, so the program is very fast.Duplicate Files Finder is a cross-platform application for finding and removing duplicate files by deleting, creating hardlinks or creating symbolic links. A special algorithm minimizes the amount of data read from disk, so the program is very fast.","Categories
File Managers, Duplicate File Finders"
"This is a development branch of Console by bozho (http://sourceforge.net/projects/console/). It adds: explorer context menu support, reactivation of existing tabs and more.This is a development branch of Console by bozho (http://sourceforge.net/projects/console/). It adds: explorer context menu support, reactivation of existing tabs and more.","Categories
Terminals, Desktop Environment, System"
rtmc9s12-Target is a MATLAB/Simulink block-set for real-time control on Freescale MC9S12 microcontrollers.rtmc9s12-Target is a MATLAB/Simulink block-set for real-time control on Freescale MC9S12 microcontrollers.,"Categories
Robotics, Embedded Systems"
Publish on Gallery is a plugin for Windows Live Photo Gallery (WLPG) that enables publishing to PHP Gallery (http://gallery.menalto.com). It currently supports publishing photos directly to Gallery2. Plans for supporting Gallery 3 are in early stages.Publish on Gallery is a plugin for Windows Live Photo Gallery (WLPG) that enables publishing to PHP Gallery (http://gallery.menalto.com). It currently supports publishing photos directly to Gallery2. Plans for supporting Gallery 3 are in early stages.,"Categories
File Managers, Photo Management"
Blaze is an application launcher that distinguishes from amongst the others by being able to automate recurrent tasks performed in the file-system or even any application on Microsoft Windows.Blaze is an application launcher that distinguishes from amongst the others by being able to automate recurrent tasks performed in the file-system or even any application on Microsoft Windows.,"Categories
Desktop Environment, Search, HMI"
"Cinemagoer is a Python package useful to retrieve and manage the data of the IMDb movie database about movies, people, characters and companies. Platform-independent, it can retrieve data from both the IMDb's web server and a local copy of the whole db.Cinemagoer is a Python package useful to retrieve and manage the data of the IMDb movie database about movies, people, characters and companies. Platform-independent, it can retrieve data from both the IMDb's web server and a local copy of the whole db.","Categories
Front-Ends, CGI Scripts, Software Development, Software Testing, Debuggers, QA Automation, Profiling, Logging"
"Barrier is a software that works just like a KVM (keyboard, video and mouse) switch, which allows you to use a single mouse and keyboard to control several different computers by physically turning a dial on the box to switch the machine you're controlling at any given time. Barrier is able to do this in software, giving you control over different machines by simply moving your mouse to the edge of the screen, or by using a keypress to switch focus to a different system.

Barrier was built to be simple and reliable, allowing you to control a different machine by simply using your mouse and keyboard from another. It works on all major operating systems (Linux, Windows, MacOS/OS X), including FreeBSD and OpenBSD.Barrier is a software that works just like a KVM (keyboard, video and mouse) switch, which allows you to use a single mouse and keyboard to control several different computers by physically turning a dial on the box to switch the machine you're controlling at any given time. Barrier is able to do this in software, giving you control over different machines by simply moving your mouse to the edge of the screen, or by using a keypress to switch focus to a different system.

Barrier was built to be simple and reliable, allowing you to control a different machine by simply using your mouse and keyboard from another. It works on all major operating systems (Linux, Windows, MacOS/OS X), including FreeBSD and OpenBSD.","Categories
Hardware, Hardware Drivers"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Features
Animated Lockscreen styles
Random Color
Face Unlock
SystemInfo in QS and as Tile
Calculator, Camera, Calendar/Event, Dialer, Language tiles
More Accent colors
More Darkmodes
More Fonts and styles
More Lockscreen clock and date styles
Optimize icons padding for notched devices
Full ANX support
Intelligent PerformanceProfiles integration
QS Header/ System battery modes
Lockscreen, Charging and AOD animations
and much much much more","Categories
ROMs"
"Экспертная система для проверки легальности установленных на компьютере программ. Поддерживается три типа поиска: ручной, автоматический и медиа.
Открытый исходный код гарантирует безопасность использования программы.
Подробное описание: https://континентсвободы.рф/утилиты/система/licensechecker-легальность-программ.html

Списки свободных программ для замены платных https://sourceforge.net/p/licensechecker/wiki/browse_pages/Экспертная система для проверки легальности установленных на компьютере программ. Поддерживается три типа поиска: ручной, автоматический и медиа.
Открытый исходный код гарантирует безопасность использования программы.
Подробное описание: https://континентсвободы.рф/утилиты/система/licensechecker-легальность-программ.html

Списки свободных программ для замены платных https://sourceforge.net/p/licensechecker/wiki/browse_pages/","Categories
Systems Administration"
"All about RealMe C2 (RMX1941/1945)- Stock Firmware, ROM, Guides, MODs, NEWS, everything.

SourceForge : https://sourceforge.net/projects/realme-c2/files/
Group : https://t.me/RealmeC2Community
Channel : https://t.me/realmec2updateAll about RealMe C2 (RMX1941/1945)- Stock Firmware, ROM, Guides, MODs, NEWS, everything.

SourceForge : https://sourceforge.net/projects/realme-c2/files/
Group : https://t.me/RealmeC2Community
Channel : https://t.me/realmec2update","Categories
ROMs"
"We are the ViperOS team, an organized and Brazilian team that aims to jointly develop a clean and useful Android operational system. We value pure android, but it always looks more beautiful with more details, does not it? We offer a simple and easy menu for customization of your device, we value a clean and direct interface, putting in your device possibilities of customizations and a good experience. We offer useful resources for your day-to-day life. Updated every month with security patch according to Google. Our ROM offers a theme engine for you to customize to your liking, our philosophy is to deliver a stable ROM with useful features and we cherish a lightweight interface prioritizing performance and battery for your device.We are the ViperOS team, an organized and Brazilian team that aims to jointly develop a clean and useful Android operational system. We value pure android, but it always looks more beautiful with more details, does not it? We offer a simple and easy menu for customization of your device, we value a clean and direct interface, putting in your device possibilities of customizations and a good experience. We offer useful resources for your day-to-day life. Updated every month with security patch according to Google. Our ROM offers a theme engine for you to customize to your liking, our philosophy is to deliver a stable ROM with useful features and we cherish a lightweight interface prioritizing performance and battery for your device.","Categories
ROMs"
"Find the next step in your career. Find and apply for remote jobs and jobs in your area using the Slashdot Job Board. Browse by job, company, location, and more.Features
Smooth
Unique
Stable","Categories
OS distribution"
"O nome do projeto no sourceforge.net era apcupsd-brazil e mudou para apcctrl.

Caso seu nobreak não seja da APC Brasil (como os modelos importados) utilize o projeto http://www.apcupsd.org/

Esse projeto não é oficial da APC Brasil. É uma solução independente e de código aberto.

Não deixe de ler a wiki do projeto. É fundamental para compilar e ter acesso a outras orientações.

Modelos suportados:
1) BACK-UPS BR 1200VA (BZ1200BI-BR e BZ1200-BR) *modelos com USB
2) BACK-UPS BR 1500VA (BZ1500PBI-BR e BZ1500BI-BR)
3) BACK-UPS BR 2200VA (BZ2200BI-BR e BZ2200I-BR)
4) SMART-UPS BR 1000VA (SUA1000BI-BR e SOLIS1000BI)
5) SMART-UPS BR 1500VA (SUA1500BI-BR e SOLIS1500BI)
6) SMART-UPS BR 2000VA (SUA2000BI-BR)
7) SMART-UPS BR 3000VA (SUA3000BI-BR)

Para entrar em contato, utilize lo formulário no site http://www.apcctrl.com.brO nome do projeto no sourceforge.net era apcupsd-brazil e mudou para apcctrl.

Caso seu nobreak não seja da APC Brasil (como os modelos importados) utilize o projeto http://www.apcupsd.org/

Esse projeto não é oficial da APC Brasil. É uma solução independente e de código aberto.

Não deixe de ler a wiki do projeto. É fundamental para compilar e ter acesso a outras orientações.

Modelos suportados:
1) BACK-UPS BR 1200VA (BZ1200BI-BR e BZ1200-BR) *modelos com USB
2) BACK-UPS BR 1500VA (BZ1500PBI-BR e BZ1500BI-BR)
3) BACK-UPS BR 2200VA (BZ2200BI-BR e BZ2200I-BR)
4) SMART-UPS BR 1000VA (SUA1000BI-BR e SOLIS1000BI)
5) SMART-UPS BR 1500VA (SUA1500BI-BR e SOLIS1500BI)
6) SMART-UPS BR 2000VA (SUA2000BI-BR)
7) SMART-UPS BR 3000VA (SUA3000BI-BR)

Para entrar em contato, utilize lo formulário no site http://www.apcctrl.com.br","Categories
Battery Monitoring"
"This is a easy to use Mass-IP-Blocker/Blacklister Tool.
Much more efficient than a Batch-Script.
You can automatically block IP Addresses from a Online-IP-List, or just paste in your own IP's you want to block.This is a easy to use Mass-IP-Blocker/Blacklister Tool.
Much more efficient than a Batch-Script.
You can automatically block IP Addresses from a Online-IP-List, or just paste in your own IP's you want to block.","Categories
Security, Networking, Firewall"
Woof-CE 32-bit pae builds of Puppy Linux using Ubuntu components starting with Bionic Beaver (18.04) and subsequent versionsWoof-CE 32-bit pae builds of Puppy Linux using Ubuntu components starting with Bionic Beaver (18.04) and subsequent versions,"Categories
Live CD"
"Xfce Evolution is a linux/freebsd theme focused on providing a consistent look on the Xfce desktop for all standard GUI toolkits.

Based on Ambiance:gtk2, Adwaita:gtk3, and Greybird:xfwm4
Development and testing on Xubuntu 18.04 LTS

LAST CHANGES
=============
Xfce Evolution development has been discontinued, the followup theme is 'Xfce ClassicLooks' maintained at http://classiclooks.sourceforge.netXfce Evolution is a linux/freebsd theme focused on providing a consistent look on the Xfce desktop for all standard GUI toolkits.

Based on Ambiance:gtk2, Adwaita:gtk3, and Greybird:xfwm4
Development and testing on Xubuntu 18.04 LTS

LAST CHANGES
=============
Xfce Evolution development has been discontinued, the followup theme is 'Xfce ClassicLooks' maintained at http://classiclooks.sourceforge.net","Categories
Desktop Environment, System Shells"
"Tag folders and files (including multimedia) by dragging the tags on them, you can create tags of various shapes and colors for a more intuitive classification.

Precise search possibilities, with various input fields, allowing to add all the necessary tags that you want. For example, in one field you can add the tags ‘cat' and 'white' and in another field you can add the tags 'dog' and 'brown', so the search result will return all white cats and brown dogs. You can also indicate that the folders where they are must have certain tags.

Multimedia files preview in both explorer and searcher results cards. The cover images of epubs also are shown.

For images both system's default image viewer and program's new internal viewer can be launched alternatively.

Usual file management actions by dragging and dropping or pressing buttons; copy, move, delete, rename. And undo button.

It's possible to export/import the tagging data to a file, so data is available in any computer.Tag folders and files (including multimedia) by dragging the tags on them, you can create tags of various shapes and colors for a more intuitive classification.

Precise search possibilities, with various input fields, allowing to add all the necessary tags that you want. For example, in one field you can add the tags ‘cat' and 'white' and in another field you can add the tags 'dog' and 'brown', so the search result will return all white cats and brown dogs. You can also indicate that the folders where they are must have certain tags.

Multimedia files preview in both explorer and searcher results cards. The cover images of epubs also are shown.

For images both system's default image viewer and program's new internal viewer can be launched alternatively.

Usual file management actions by dragging and dropping or pressing buttons; copy, move, delete, rename. And undo button.

It's possible to export/import the tagging data to a file, so data is available in any computer.","Categories
File Managers, Photo Management, Cataloguing"
"Bobuntu V2.0 LIVE

* Based off Lubuntu Linux 16.04.4

* LIVE Desktop Application

* Custom Theme & Wallpaper

* Very lightweight & easy to use

* Designed for media creation, general home
use, gaming & live streaming

* Installed Programs

UFW - Firewall installed and enabled out the
box
Easy software updater & software centre
OBS - Studio for video recording/streaming
Gimp - for photo/graphic work
AbiWord/Gnumeric - word
processor/spreadsheet
Google Chrome - web browser
Spotify Client - music streaming
VLC - media playback
Pulse Audio - sound control
Pidgin - instant messenger
Slypheed - email client
Transmission - bittorrent client
guvcview - webcam software
Xfburn - cd/dvd creation software
Bleachbit - file cleaning software
Systemback - Backup software
Steam - Game Client
Gnome-Boxes - Virtualisation
uGet - Download Manager
LIVE SupportBobuntu V2.0 LIVE

* Based off Lubuntu Linux 16.04.4

* LIVE Desktop Application

* Custom Theme & Wallpaper

* Very lightweight & easy to use

* Designed for media creation, general home
use, gaming & live streaming

* Installed Programs

UFW - Firewall installed and enabled out the
box
Easy software updater & software centre
OBS - Studio for video recording/streaming
Gimp - for photo/graphic work
AbiWord/Gnumeric - word
processor/spreadsheet
Google Chrome - web browser
Spotify Client - music streaming
VLC - media playback
Pulse Audio - sound control
Pidgin - instant messenger
Slypheed - email client
Transmission - bittorrent client
guvcview - webcam software
Xfburn - cd/dvd creation software
Bleachbit - file cleaning software
Systemback - Backup software
Steam - Game Client
Gnome-Boxes - Virtualisation
uGet - Download Manager
LIVE Support","Categories
Download Managers"
"Linux System Optimizer and Monitoring

Github Repository: https://github.com/oguzhaninan/StacerLinux System Optimizer and Monitoring

Github Repository: https://github.com/oguzhaninan/Stacer","Categories
System"
"Ping Monster is a freeware ping monitoring tool that comes with some alert actions including email and sound alerts and HTTP post.

Version 1.9Ping Monster is a freeware ping monitoring tool that comes with some alert actions including email and sound alerts and HTTP post.

Version 1.9","Categories
Monitoring"
Empty Directories Finder expires empty directories and allows you to conveniently select the required directories before deleting. New version available. Improved user interface.Empty Directories Finder expires empty directories and allows you to conveniently select the required directories before deleting. New version available. Improved user interface.,"Categories
System, Search"
"This will change life of your laptop's battery
This app will notify the user to remove the charger when his battery will be fully charged or is about to die.

Obviously you have to setup the minimum and maximum threshold of battery level.

you can enable or disable the app by clicking on on/off switch on main window.

before this i had made very simple gui for this app so many users message me for gui,
due to my workload i have not much time so i finished this little late sorry for incovenience
i tried to do my best now its your turn to provide me feedback



it is very light weight app ,
it require only first time run, following times it will start automatically on windows startup
project Hosted On Github
https://github.com/daudmalik06/Battery-Saver

feel free to contact us
please send us bug reports so we can make it better for you
comment it if you like
p.s english isn't my first language sorry for any typo or mistakeThis will change life of your laptop's battery
This app will notify the user to remove the charger when his battery will be fully charged or is about to die.

Obviously you have to setup the minimum and maximum threshold of battery level.

you can enable or disable the app by clicking on on/off switch on main window.

before this i had made very simple gui for this app so many users message me for gui,
due to my workload i have not much time so i finished this little late sorry for incovenience
i tried to do my best now its your turn to provide me feedback



it is very light weight app ,
it require only first time run, following times it will start automatically on windows startup
project Hosted On Github
https://github.com/daudmalik06/Battery-Saver

feel free to contact us
please send us bug reports so we can make it better for you
comment it if you like
p.s english isn't my first language sorry for any typo or mistake","Categories
System, Software Distribution"
"Nitrux is a Linux desktop distribution directly based on Debian. It uses the Calamares installer and includes NX Desktop and NX Firewall on the KDE Plasma 5 desktop environment and KDE Applications. Nitrux emphasizes the use of AppImages to manage end-user software. Nitrux also does not use systemD as its init system; instead, it uses OpenRC.

Nitrux includes a suite of convergent applications called Maui Apps. We use MauiKit, our convergent, cross-platform UI framework, to create these applications. Both MauiKit and the Maui Apps are entirely free and open-source software.

In addition to this, we include a curated selection of free and open-source software by default; we don’t add proprietary software. And for those looking for a 100% free (as in freedom) operating system, the optional Linux Libre kernel is available to install.

Nitrux is always up-to-date, thanks to using the latest Debian base and to the effort of the KDE Neon developers.Nitrux is a Linux desktop distribution directly based on Debian. It uses the Calamares installer and includes NX Desktop and NX Firewall on the KDE Plasma 5 desktop environment and KDE Applications. Nitrux emphasizes the use of AppImages to manage end-user software. Nitrux also does not use systemD as its init system; instead, it uses OpenRC.

Nitrux includes a suite of convergent applications called Maui Apps. We use MauiKit, our convergent, cross-platform UI framework, to create these applications. Both MauiKit and the Maui Apps are entirely free and open-source software.

In addition to this, we include a curated selection of free and open-source software by default; we don’t add proprietary software. And for those looking for a 100% free (as in freedom) operating system, the optional Linux Libre kernel is available to install.

Nitrux is always up-to-date, thanks to using the latest Debian base and to the effort of the KDE Neon developers.","Categories
OS distribution, Live CD"
"V2 Beta Features: (Release on 18/07/2016)
- Apply to Google Domain Dynamic DNS (DDNS) services
- Support to update 3 domains as the same time
- Provide 2 servers to get the external IP address
- Auto update in specified minutes (Max:10000 Mins)
- Able to minimize to system tray
- Able to Save or Load the settings
- Able to Save Log as txt file

Changes between V1.0.0.0 (Released on 18/07/2016) and V2 Beta
- Supported number of domain from 1 domain increase to 3 domains
- Update and add one more servers for getting the external IP address
- Open the settings for user to specified the interval of auto update
- Fix the minimize to system tray function
- More details log
- Add save log as txt file function

About Google Domain:
http://goo.gl/2TVxAl

About Google Domain Dynamic DNS (DDNS) services:
http://goo.gl/HToaIx

Google Domains Help Center:
http://goo.gl/mOrq2p

For any suggestion or bug report, please leave message to the blog or email to nylryan@gmail.comV2 Beta Features: (Release on 18/07/2016)
- Apply to Google Domain Dynamic DNS (DDNS) services
- Support to update 3 domains as the same time
- Provide 2 servers to get the external IP address
- Auto update in specified minutes (Max:10000 Mins)
- Able to minimize to system tray
- Able to Save or Load the settings
- Able to Save Log as txt file

Changes between V1.0.0.0 (Released on 18/07/2016) and V2 Beta
- Supported number of domain from 1 domain increase to 3 domains
- Update and add one more servers for getting the external IP address
- Open the settings for user to specified the interval of auto update
- Fix the minimize to system tray function
- More details log
- Add save log as txt file function

About Google Domain:
http://goo.gl/2TVxAl

About Google Domain Dynamic DNS (DDNS) services:
http://goo.gl/HToaIx

Google Domains Help Center:
http://goo.gl/mOrq2p

For any suggestion or bug report, please leave message to the blog or email to nylryan@gmail.com","Categories
DNS, File Sync, Router"
